DATE,TIME,当日実績(万kW),
2019/9/24,0:00,256,
2019/9/24,1:00,255,
2019/9/24,2:00,267,
2019/9/24,3:00,284,
2019/9/24,4:00,286,
2019/9/24,5:00,279,
2019/9/24,6:00,277,
2019/9/24,7:00,293,
2019/9/24,8:00,327,
2019/9/24,9:00,353,
2019/9/24,10:00,364,
2019/9/24,11:00,368,
2019/9/24,12:00,344,
2019/9/24,13:00,365,
2019/9/24,14:00,367,
2019/9/24,15:00,360,
2019/9/24,16:00,360,
2019/9/24,17:00,350,
2019/9/24,18:00,345,
2019/9/24,19:00,326,
2019/9/24,20:00,314,
2019/9/24,21:00,302,
2019/9/24,22:00,293,
2019/9/24,23:00,282,
