DATE,TIME,当日実績(万kW),
2019/6/21,0:00,271,
2019/6/21,1:00,271,
2019/6/21,2:00,285,
2019/6/21,3:00,300,
2019/6/21,4:00,299,
2019/6/21,5:00,288,
2019/6/21,6:00,282,
2019/6/21,7:00,291,
2019/6/21,8:00,327,
2019/6/21,9:00,358,
2019/6/21,10:00,370,
2019/6/21,11:00,380,
2019/6/21,12:00,369,
2019/6/21,13:00,391,
2019/6/21,14:00,396,
2019/6/21,15:00,392,
2019/6/21,16:00,388,
2019/6/21,17:00,363,
2019/6/21,18:00,349,
2019/6/21,19:00,335,
2019/6/21,20:00,321,
2019/6/21,21:00,305,
2019/6/21,22:00,293,
2019/6/21,23:00,283,
