DATE,TIME,当日実績(万kW)
2021/12/17,0:00,319
2021/12/17,1:00,328
2021/12/17,2:00,349
2021/12/17,3:00,369
2021/12/17,4:00,374
2021/12/17,5:00,368
2021/12/17,6:00,360
2021/12/17,7:00,363
2021/12/17,8:00,394
2021/12/17,9:00,415
2021/12/17,10:00,413
2021/12/17,11:00,411
2021/12/17,12:00,390
2021/12/17,13:00,404
2021/12/17,14:00,409
2021/12/17,15:00,407
2021/12/17,16:00,416
2021/12/17,17:00,417
2021/12/17,18:00,421
2021/12/17,19:00,420
2021/12/17,20:00,411
2021/12/17,21:00,412
2021/12/17,22:00,403
2021/12/17,23:00,403
