DATE,TIME,当日実績(万kW),
2019/7/20,0:00,287,
2019/7/20,1:00,280,
2019/7/20,2:00,291,
2019/7/20,3:00,301,
2019/7/20,4:00,296,
2019/7/20,5:00,282,
2019/7/20,6:00,274,
2019/7/20,7:00,281,
2019/7/20,8:00,304,
2019/7/20,9:00,327,
2019/7/20,10:00,330,
2019/7/20,11:00,335,
2019/7/20,12:00,328,
2019/7/20,13:00,334,
2019/7/20,14:00,334,
2019/7/20,15:00,330,
2019/7/20,16:00,329,
2019/7/20,17:00,320,
2019/7/20,18:00,318,
2019/7/20,19:00,313,
2019/7/20,20:00,304,
2019/7/20,21:00,288,
2019/7/20,22:00,279,
2019/7/20,23:00,268,
