DATE,TIME,当日実績(万kW),
2019/8/10,0:00,312,
2019/8/10,1:00,300,
2019/8/10,2:00,302,
2019/8/10,3:00,307,
2019/8/10,4:00,305,
2019/8/10,5:00,294,
2019/8/10,6:00,300,
2019/8/10,7:00,323,
2019/8/10,8:00,369,
2019/8/10,9:00,401,
2019/8/10,10:00,416,
2019/8/10,11:00,422,
2019/8/10,12:00,414,
2019/8/10,13:00,417,
2019/8/10,14:00,416,
2019/8/10,15:00,410,
2019/8/10,16:00,405,
2019/8/10,17:00,389,
2019/8/10,18:00,374,
2019/8/10,19:00,367,
2019/8/10,20:00,352,
2019/8/10,21:00,332,
2019/8/10,22:00,315,
2019/8/10,23:00,298,
