DATE,TIME,当日実績(万kW),
2019/5/10,0:00,269,
2019/5/10,1:00,277,
2019/5/10,2:00,297,
2019/5/10,3:00,312,
2019/5/10,4:00,310,
2019/5/10,5:00,298,
2019/5/10,6:00,290,
2019/5/10,7:00,289,
2019/5/10,8:00,313,
2019/5/10,9:00,334,
2019/5/10,10:00,342,
2019/5/10,11:00,345,
2019/5/10,12:00,324,
2019/5/10,13:00,344,
2019/5/10,14:00,343,
2019/5/10,15:00,337,
2019/5/10,16:00,335,
2019/5/10,17:00,322,
2019/5/10,18:00,315,
2019/5/10,19:00,311,
2019/5/10,20:00,302,
2019/5/10,21:00,292,
2019/5/10,22:00,283,
2019/5/10,23:00,274,
