DATE,TIME,当日実績(万kW),
2019/8/26,0:00,237,
2019/8/26,1:00,234,
2019/8/26,2:00,244,
2019/8/26,3:00,257,
2019/8/26,4:00,263,
2019/8/26,5:00,261,
2019/8/26,6:00,264,
2019/8/26,7:00,287,
2019/8/26,8:00,343,
2019/8/26,9:00,381,
2019/8/26,10:00,400,
2019/8/26,11:00,406,
2019/8/26,12:00,388,
2019/8/26,13:00,406,
2019/8/26,14:00,412,
2019/8/26,15:00,406,
2019/8/26,16:00,404,
2019/8/26,17:00,384,
2019/8/26,18:00,370,
2019/8/26,19:00,354,
2019/8/26,20:00,337,
2019/8/26,21:00,320,
2019/8/26,22:00,306,
2019/8/26,23:00,294,
