DATE,TIME,当日実績(万kW),
2019/6/15,0:00,264,
2019/6/15,1:00,260,
2019/6/15,2:00,277,
2019/6/15,3:00,287,
2019/6/15,4:00,284,
2019/6/15,5:00,268,
2019/6/15,6:00,254,
2019/6/15,7:00,255,
2019/6/15,8:00,270,
2019/6/15,9:00,287,
2019/6/15,10:00,291,
2019/6/15,11:00,289,
2019/6/15,12:00,284,
2019/6/15,13:00,288,
2019/6/15,14:00,289,
2019/6/15,15:00,287,
2019/6/15,16:00,288,
2019/6/15,17:00,287,
2019/6/15,18:00,281,
2019/6/15,19:00,277,
2019/6/15,20:00,265,
2019/6/15,21:00,251,
2019/6/15,22:00,244,
2019/6/15,23:00,235,
