DATE,TIME,当日実績(万kW),
2019/8/13,0:00,267,
2019/8/13,1:00,257,
2019/8/13,2:00,263,
2019/8/13,3:00,270,
2019/8/13,4:00,270,
2019/8/13,5:00,265,
2019/8/13,6:00,272,
2019/8/13,7:00,302,
2019/8/13,8:00,349,
2019/8/13,9:00,383,
2019/8/13,10:00,393,
2019/8/13,11:00,406,
2019/8/13,12:00,402,
2019/8/13,13:00,407,
2019/8/13,14:00,407,
2019/8/13,15:00,404,
2019/8/13,16:00,399,
2019/8/13,17:00,382,
2019/8/13,18:00,369,
2019/8/13,19:00,361,
2019/8/13,20:00,343,
2019/8/13,21:00,325,
2019/8/13,22:00,305,
2019/8/13,23:00,289,
