DATE,TIME,当日実績(万kW)
2020/12/20,0:00,379
2020/12/20,1:00,385
2020/12/20,2:00,398
2020/12/20,3:00,398
2020/12/20,4:00,391
2020/12/20,5:00,375
2020/12/20,6:00,362
2020/12/20,7:00,358
2020/12/20,8:00,376
2020/12/20,9:00,392
2020/12/20,10:00,391
2020/12/20,11:00,387
2020/12/20,12:00,386
2020/12/20,13:00,374
2020/12/20,14:00,369
2020/12/20,15:00,365
2020/12/20,16:00,379
2020/12/20,17:00,404
2020/12/20,18:00,406
2020/12/20,19:00,400
2020/12/20,20:00,390
2020/12/20,21:00,376
2020/12/20,22:00,366
2020/12/20,23:00,372
