DATE,TIME,当日実績(万kW)
2020/12/16,0:00,397
2020/12/16,1:00,405
2020/12/16,2:00,425
2020/12/16,3:00,438
2020/12/16,4:00,435
2020/12/16,5:00,436
2020/12/16,6:00,440
2020/12/16,7:00,442
2020/12/16,8:00,471
2020/12/16,9:00,497
2020/12/16,10:00,496
2020/12/16,11:00,488
2020/12/16,12:00,477
2020/12/16,13:00,485
2020/12/16,14:00,490
2020/12/16,15:00,490
2020/12/16,16:00,499
2020/12/16,17:00,494
2020/12/16,18:00,486
2020/12/16,19:00,470
2020/12/16,20:00,454
2020/12/16,21:00,443
2020/12/16,22:00,429
2020/12/16,23:00,430
