DATE,TIME,当日実績(万kW),
2019/9/18,0:00,276,
2019/9/18,1:00,273,
2019/9/18,2:00,284,
2019/9/18,3:00,299,
2019/9/18,4:00,299,
2019/9/18,5:00,293,
2019/9/18,6:00,291,
2019/9/18,7:00,306,
2019/9/18,8:00,341,
2019/9/18,9:00,369,
2019/9/18,10:00,381,
2019/9/18,11:00,388,
2019/9/18,12:00,363,
2019/9/18,13:00,381,
2019/9/18,14:00,385,
2019/9/18,15:00,381,
2019/9/18,16:00,376,
2019/9/18,17:00,362,
2019/9/18,18:00,356,
2019/9/18,19:00,337,
2019/9/18,20:00,324,
2019/9/18,21:00,309,
2019/9/18,22:00,299,
2019/9/18,23:00,288,
