DATE,TIME,当日実績(万kW),
2019/5/29,0:00,267,
2019/5/29,1:00,268,
2019/5/29,2:00,287,
2019/5/29,3:00,301,
2019/5/29,4:00,299,
2019/5/29,5:00,287,
2019/5/29,6:00,280,
2019/5/29,7:00,284,
2019/5/29,8:00,313,
2019/5/29,9:00,339,
2019/5/29,10:00,348,
2019/5/29,11:00,354,
2019/5/29,12:00,332,
2019/5/29,13:00,345,
2019/5/29,14:00,348,
2019/5/29,15:00,342,
2019/5/29,16:00,340,
2019/5/29,17:00,327,
2019/5/29,18:00,316,
2019/5/29,19:00,310,
2019/5/29,20:00,302,
2019/5/29,21:00,289,
2019/5/29,22:00,280,
2019/5/29,23:00,270,
