DATE,TIME,当日実績(万kW),
2019/4/12,0:00,327,
2019/4/12,1:00,340,
2019/4/12,2:00,365,
2019/4/12,3:00,376,
2019/4/12,4:00,380,
2019/4/12,5:00,376,
2019/4/12,6:00,369,
2019/4/12,7:00,358,
2019/4/12,8:00,371,
2019/4/12,9:00,382,
2019/4/12,10:00,374,
2019/4/12,11:00,374,
2019/4/12,12:00,346,
2019/4/12,13:00,358,
2019/4/12,14:00,360,
2019/4/12,15:00,356,
2019/4/12,16:00,360,
2019/4/12,17:00,355,
2019/4/12,18:00,360,
2019/4/12,19:00,358,
2019/4/12,20:00,351,
2019/4/12,21:00,340,
2019/4/12,22:00,335,
2019/4/12,23:00,333,
