DATE,TIME,当日実績(万kW)
2022/10/11,0:00,231
2022/10/11,1:00,232
2022/10/11,2:00,250
2022/10/11,3:00,266
2022/10/11,4:00,275
2022/10/11,5:00,276
2022/10/11,6:00,272
2022/10/11,7:00,275
2022/10/11,8:00,311
2022/10/11,9:00,329
2022/10/11,10:00,334
2022/10/11,11:00,333
2022/10/11,12:00,313
2022/10/11,13:00,325
2022/10/11,14:00,329
2022/10/11,15:00,324
2022/10/11,16:00,324
2022/10/11,17:00,321
2022/10/11,18:00,319
2022/10/11,19:00,305
2022/10/11,20:00,293
2022/10/11,21:00,282
2022/10/11,22:00,277
2022/10/11,23:00,267
