DATE,TIME,当日実績(万kW)
2019/10/27,0:00,225
2019/10/27,1:00,226
2019/10/27,2:00,247
2019/10/27,3:00,263
2019/10/27,4:00,263
2019/10/27,5:00,251
2019/10/27,6:00,235
2019/10/27,7:00,231
2019/10/27,8:00,240
2019/10/27,9:00,247
2019/10/27,10:00,250
2019/10/27,11:00,252
2019/10/27,12:00,251
2019/10/27,13:00,244
2019/10/27,14:00,243
2019/10/27,15:00,245
2019/10/27,16:00,252
2019/10/27,17:00,270
2019/10/27,18:00,273
2019/10/27,19:00,266
2019/10/27,20:00,260
2019/10/27,21:00,250
2019/10/27,22:00,239
2019/10/27,23:00,233
