DATE,TIME,当日実績(万kW),
2019/4/25,0:00,277,
2019/4/25,1:00,286,
2019/4/25,2:00,308,
2019/4/25,3:00,315,
2019/4/25,4:00,315,
2019/4/25,5:00,305,
2019/4/25,6:00,298,
2019/4/25,7:00,302,
2019/4/25,8:00,330,
2019/4/25,9:00,352,
2019/4/25,10:00,354,
2019/4/25,11:00,351,
2019/4/25,12:00,326,
2019/4/25,13:00,349,
2019/4/25,14:00,348,
2019/4/25,15:00,344,
2019/4/25,16:00,343,
2019/4/25,17:00,336,
2019/4/25,18:00,335,
2019/4/25,19:00,325,
2019/4/25,20:00,316,
2019/4/25,21:00,304,
2019/4/25,22:00,296,
2019/4/25,23:00,287,
