DATE,TIME,当日実績(万kW),
2019/9/13,0:00,271,
2019/9/13,1:00,269,
2019/9/13,2:00,278,
2019/9/13,3:00,292,
2019/9/13,4:00,295,
2019/9/13,5:00,291,
2019/9/13,6:00,287,
2019/9/13,7:00,302,
2019/9/13,8:00,340,
2019/9/13,9:00,368,
2019/9/13,10:00,378,
2019/9/13,11:00,390,
2019/9/13,12:00,370,
2019/9/13,13:00,388,
2019/9/13,14:00,390,
2019/9/13,15:00,383,
2019/9/13,16:00,385,
2019/9/13,17:00,368,
2019/9/13,18:00,360,
2019/9/13,19:00,342,
2019/9/13,20:00,326,
2019/9/13,21:00,314,
2019/9/13,22:00,299,
2019/9/13,23:00,290,
