DATE,TIME,当日実績(万kW),
2019/4/11,0:00,323,
2019/4/11,1:00,336,
2019/4/11,2:00,355,
2019/4/11,3:00,367,
2019/4/11,4:00,369,
2019/4/11,5:00,368,
2019/4/11,6:00,363,
2019/4/11,7:00,358,
2019/4/11,8:00,379,
2019/4/11,9:00,397,
2019/4/11,10:00,395,
2019/4/11,11:00,391,
2019/4/11,12:00,365,
2019/4/11,13:00,374,
2019/4/11,14:00,371,
2019/4/11,15:00,364,
2019/4/11,16:00,367,
2019/4/11,17:00,367,
2019/4/11,18:00,375,
2019/4/11,19:00,370,
2019/4/11,20:00,363,
2019/4/11,21:00,350,
2019/4/11,22:00,341,
2019/4/11,23:00,336,
