DATE,TIME,当日実績(万kW),
2019/5/27,0:00,231,
2019/5/27,1:00,230,
2019/5/27,2:00,250,
2019/5/27,3:00,265,
2019/5/27,4:00,264,
2019/5/27,5:00,256,
2019/5/27,6:00,259,
2019/5/27,7:00,275,
2019/5/27,8:00,322,
2019/5/27,9:00,359,
2019/5/27,10:00,373,
2019/5/27,11:00,384,
2019/5/27,12:00,366,
2019/5/27,13:00,393,
2019/5/27,14:00,397,
2019/5/27,15:00,385,
2019/5/27,16:00,380,
2019/5/27,17:00,361,
2019/5/27,18:00,353,
2019/5/27,19:00,341,
2019/5/27,20:00,330,
2019/5/27,21:00,313,
2019/5/27,22:00,303,
2019/5/27,23:00,292,
