DATE,TIME,当日実績(万kW),
2019/7/19,0:00,281,
2019/7/19,1:00,277,
2019/7/19,2:00,288,
2019/7/19,3:00,301,
2019/7/19,4:00,301,
2019/7/19,5:00,290,
2019/7/19,6:00,289,
2019/7/19,7:00,308,
2019/7/19,8:00,350,
2019/7/19,9:00,389,
2019/7/19,10:00,397,
2019/7/19,11:00,398,
2019/7/19,12:00,378,
2019/7/19,13:00,398,
2019/7/19,14:00,404,
2019/7/19,15:00,400,
2019/7/19,16:00,395,
2019/7/19,17:00,374,
2019/7/19,18:00,364,
2019/7/19,19:00,354,
2019/7/19,20:00,342,
2019/7/19,21:00,327,
2019/7/19,22:00,314,
2019/7/19,23:00,304,
