DATE,TIME,当日実績(万kW),
2019/6/11,0:00,262,
2019/6/11,1:00,266,
2019/6/11,2:00,283,
2019/6/11,3:00,297,
2019/6/11,4:00,295,
2019/6/11,5:00,285,
2019/6/11,6:00,279,
2019/6/11,7:00,288,
2019/6/11,8:00,321,
2019/6/11,9:00,345,
2019/6/11,10:00,350,
2019/6/11,11:00,361,
2019/6/11,12:00,337,
2019/6/11,13:00,360,
2019/6/11,14:00,358,
2019/6/11,15:00,354,
2019/6/11,16:00,349,
2019/6/11,17:00,335,
2019/6/11,18:00,327,
2019/6/11,19:00,320,
2019/6/11,20:00,311,
2019/6/11,21:00,299,
2019/6/11,22:00,286,
2019/6/11,23:00,274,
