DATE,TIME,当日実績(万kW),
2019/4/10,0:00,312,
2019/4/10,1:00,322,
2019/4/10,2:00,343,
2019/4/10,3:00,359,
2019/4/10,4:00,364,
2019/4/10,5:00,360,
2019/4/10,6:00,359,
2019/4/10,7:00,359,
2019/4/10,8:00,387,
2019/4/10,9:00,410,
2019/4/10,10:00,408,
2019/4/10,11:00,406,
2019/4/10,12:00,380,
2019/4/10,13:00,397,
2019/4/10,14:00,398,
2019/4/10,15:00,395,
2019/4/10,16:00,399,
2019/4/10,17:00,393,
2019/4/10,18:00,394,
2019/4/10,19:00,381,
2019/4/10,20:00,371,
2019/4/10,21:00,356,
2019/4/10,22:00,345,
2019/4/10,23:00,339,
