DATE,TIME,当日実績(万kW),
2019/5/30,0:00,260,
2019/5/30,1:00,262,
2019/5/30,2:00,281,
2019/5/30,3:00,297,
2019/5/30,4:00,298,
2019/5/30,5:00,287,
2019/5/30,6:00,283,
2019/5/30,7:00,285,
2019/5/30,8:00,314,
2019/5/30,9:00,341,
2019/5/30,10:00,353,
2019/5/30,11:00,357,
2019/5/30,12:00,337,
2019/5/30,13:00,355,
2019/5/30,14:00,359,
2019/5/30,15:00,353,
2019/5/30,16:00,351,
2019/5/30,17:00,336,
2019/5/30,18:00,326,
2019/5/30,19:00,321,
2019/5/30,20:00,312,
2019/5/30,21:00,297,
2019/5/30,22:00,288,
2019/5/30,23:00,278,
