DATE,TIME,当日実績(万kW),
2019/6/10,0:00,224,
2019/6/10,1:00,227,
2019/6/10,2:00,245,
2019/6/10,3:00,264,
2019/6/10,4:00,265,
2019/6/10,5:00,255,
2019/6/10,6:00,254,
2019/6/10,7:00,270,
2019/6/10,8:00,313,
2019/6/10,9:00,337,
2019/6/10,10:00,349,
2019/6/10,11:00,354,
2019/6/10,12:00,329,
2019/6/10,13:00,348,
2019/6/10,14:00,351,
2019/6/10,15:00,342,
2019/6/10,16:00,340,
2019/6/10,17:00,328,
2019/6/10,18:00,322,
2019/6/10,19:00,316,
2019/6/10,20:00,308,
2019/6/10,21:00,295,
2019/6/10,22:00,285,
2019/6/10,23:00,274,
