DATE,TIME,当日実績(万kW),
2019/6/28,0:00,285,
2019/6/28,1:00,285,
2019/6/28,2:00,298,
2019/6/28,3:00,309,
2019/6/28,4:00,307,
2019/6/28,5:00,291,
2019/6/28,6:00,288,
2019/6/28,7:00,308,
2019/6/28,8:00,348,
2019/6/28,9:00,376,
2019/6/28,10:00,381,
2019/6/28,11:00,381,
2019/6/28,12:00,357,
2019/6/28,13:00,374,
2019/6/28,14:00,379,
2019/6/28,15:00,378,
2019/6/28,16:00,376,
2019/6/28,17:00,355,
2019/6/28,18:00,343,
2019/6/28,19:00,334,
2019/6/28,20:00,324,
2019/6/28,21:00,309,
2019/6/28,22:00,297,
2019/6/28,23:00,287,
