DATE,TIME,当日実績(万kW),
2019/9/22,0:00,235,
2019/9/22,1:00,231,
2019/9/22,2:00,247,
2019/9/22,3:00,264,
2019/9/22,4:00,266,
2019/9/22,5:00,253,
2019/9/22,6:00,236,
2019/9/22,7:00,233,
2019/9/22,8:00,243,
2019/9/22,9:00,250,
2019/9/22,10:00,255,
2019/9/22,11:00,261,
2019/9/22,12:00,262,
2019/9/22,13:00,259,
2019/9/22,14:00,258,
2019/9/22,15:00,259,
2019/9/22,16:00,262,
2019/9/22,17:00,272,
2019/9/22,18:00,281,
2019/9/22,19:00,272,
2019/9/22,20:00,263,
2019/9/22,21:00,254,
2019/9/22,22:00,243,
2019/9/22,23:00,237,
