DATE,TIME,当日実績(万kW),
2019/8/12,0:00,263,
2019/8/12,1:00,254,
2019/8/12,2:00,257,
2019/8/12,3:00,266,
2019/8/12,4:00,265,
2019/8/12,5:00,260,
2019/8/12,6:00,261,
2019/8/12,7:00,286,
2019/8/12,8:00,328,
2019/8/12,9:00,357,
2019/8/12,10:00,371,
2019/8/12,11:00,382,
2019/8/12,12:00,385,
2019/8/12,13:00,388,
2019/8/12,14:00,386,
2019/8/12,15:00,382,
2019/8/12,16:00,381,
2019/8/12,17:00,372,
2019/8/12,18:00,366,
2019/8/12,19:00,361,
2019/8/12,20:00,343,
2019/8/12,21:00,327,
2019/8/12,22:00,309,
2019/8/12,23:00,292,
