DATE,TIME,当日実績(万kW),
2019/4/15,0:00,260,
2019/4/15,1:00,272,
2019/4/15,2:00,296,
2019/4/15,3:00,312,
2019/4/15,4:00,320,
2019/4/15,5:00,316,
2019/4/15,6:00,311,
2019/4/15,7:00,310,
2019/4/15,8:00,338,
2019/4/15,9:00,359,
2019/4/15,10:00,361,
2019/4/15,11:00,358,
2019/4/15,12:00,336,
2019/4/15,13:00,354,
2019/4/15,14:00,351,
2019/4/15,15:00,347,
2019/4/15,16:00,346,
2019/4/15,17:00,342,
2019/4/15,18:00,349,
2019/4/15,19:00,347,
2019/4/15,20:00,341,
2019/4/15,21:00,330,
2019/4/15,22:00,323,
2019/4/15,23:00,314,
