DATE,TIME,当日実績(万kW),
2019/6/25,0:00,269,
2019/6/25,1:00,267,
2019/6/25,2:00,283,
2019/6/25,3:00,298,
2019/6/25,4:00,299,
2019/6/25,5:00,288,
2019/6/25,6:00,279,
2019/6/25,7:00,288,
2019/6/25,8:00,327,
2019/6/25,9:00,359,
2019/6/25,10:00,369,
2019/6/25,11:00,374,
2019/6/25,12:00,354,
2019/6/25,13:00,374,
2019/6/25,14:00,372,
2019/6/25,15:00,369,
2019/6/25,16:00,367,
2019/6/25,17:00,350,
2019/6/25,18:00,339,
2019/6/25,19:00,329,
2019/6/25,20:00,321,
2019/6/25,21:00,307,
2019/6/25,22:00,295,
2019/6/25,23:00,285,
