DATE,TIME,当日実績(万kW),
2019/9/27,0:00,271,
2019/9/27,1:00,268,
2019/9/27,2:00,280,
2019/9/27,3:00,297,
2019/9/27,4:00,297,
2019/9/27,5:00,289,
2019/9/27,6:00,284,
2019/9/27,7:00,291,
2019/9/27,8:00,327,
2019/9/27,9:00,360,
2019/9/27,10:00,376,
2019/9/27,11:00,387,
2019/9/27,12:00,368,
2019/9/27,13:00,391,
2019/9/27,14:00,394,
2019/9/27,15:00,390,
2019/9/27,16:00,383,
2019/9/27,17:00,366,
2019/9/27,18:00,357,
2019/9/27,19:00,340,
2019/9/27,20:00,325,
2019/9/27,21:00,312,
2019/9/27,22:00,303,
2019/9/27,23:00,291,
