DATE,TIME,当日実績(万kW),
2019/7/12,0:00,278,
2019/7/12,1:00,277,
2019/7/12,2:00,289,
2019/7/12,3:00,305,
2019/7/12,4:00,302,
2019/7/12,5:00,294,
2019/7/12,6:00,293,
2019/7/12,7:00,308,
2019/7/12,8:00,351,
2019/7/12,9:00,380,
2019/7/12,10:00,384,
2019/7/12,11:00,390,
2019/7/12,12:00,367,
2019/7/12,13:00,386,
2019/7/12,14:00,391,
2019/7/12,15:00,380,
2019/7/12,16:00,372,
2019/7/12,17:00,349,
2019/7/12,18:00,339,
2019/7/12,19:00,330,
2019/7/12,20:00,317,
2019/7/12,21:00,302,
2019/7/12,22:00,294,
2019/7/12,23:00,285,
