DATE,TIME,当日実績(万kW),
2019/4/26,0:00,279,
2019/4/26,1:00,287,
2019/4/26,2:00,309,
2019/4/26,3:00,321,
2019/4/26,4:00,320,
2019/4/26,5:00,311,
2019/4/26,6:00,305,
2019/4/26,7:00,308,
2019/4/26,8:00,334,
2019/4/26,9:00,353,
2019/4/26,10:00,352,
2019/4/26,11:00,351,
2019/4/26,12:00,328,
2019/4/26,13:00,345,
2019/4/26,14:00,344,
2019/4/26,15:00,340,
2019/4/26,16:00,340,
2019/4/26,17:00,332,
2019/4/26,18:00,331,
2019/4/26,19:00,324,
2019/4/26,20:00,311,
2019/4/26,21:00,300,
2019/4/26,22:00,294,
2019/4/26,23:00,288,
