DATE,TIME,当日実績(万kW),
2019/4/16,0:00,308,
2019/4/16,1:00,321,
2019/4/16,2:00,343,
2019/4/16,3:00,356,
2019/4/16,4:00,361,
2019/4/16,5:00,360,
2019/4/16,6:00,354,
2019/4/16,7:00,337,
2019/4/16,8:00,350,
2019/4/16,9:00,362,
2019/4/16,10:00,361,
2019/4/16,11:00,362,
2019/4/16,12:00,337,
2019/4/16,13:00,350,
2019/4/16,14:00,347,
2019/4/16,15:00,341,
2019/4/16,16:00,341,
2019/4/16,17:00,335,
2019/4/16,18:00,339,
2019/4/16,19:00,338,
2019/4/16,20:00,330,
2019/4/16,21:00,322,
2019/4/16,22:00,315,
2019/4/16,23:00,308,
