DATE,TIME,当日実績(万kW),
2019/7/11,0:00,283,
2019/7/11,1:00,281,
2019/7/11,2:00,294,
2019/7/11,3:00,306,
2019/7/11,4:00,304,
2019/7/11,5:00,289,
2019/7/11,6:00,287,
2019/7/11,7:00,305,
2019/7/11,8:00,350,
2019/7/11,9:00,379,
2019/7/11,10:00,387,
2019/7/11,11:00,388,
2019/7/11,12:00,363,
2019/7/11,13:00,378,
2019/7/11,14:00,379,
2019/7/11,15:00,373,
2019/7/11,16:00,372,
2019/7/11,17:00,354,
2019/7/11,18:00,348,
2019/7/11,19:00,338,
2019/7/11,20:00,328,
2019/7/11,21:00,315,
2019/7/11,22:00,303,
2019/7/11,23:00,294,
