DATE,TIME,当日実績(万kW)
2020/10/29,0:00,267
2020/10/29,1:00,270
2020/10/29,2:00,290
2020/10/29,3:00,307
2020/10/29,4:00,311
2020/10/29,5:00,305
2020/10/29,6:00,300
2020/10/29,7:00,302
2020/10/29,8:00,316
2020/10/29,9:00,330
2020/10/29,10:00,332
2020/10/29,11:00,326
2020/10/29,12:00,311
2020/10/29,13:00,323
2020/10/29,14:00,324
2020/10/29,15:00,325
2020/10/29,16:00,330
2020/10/29,17:00,335
2020/10/29,18:00,333
2020/10/29,19:00,322
2020/10/29,20:00,310
2020/10/29,21:00,303
2020/10/29,22:00,290
2020/10/29,23:00,278
