DATE,TIME,当日実績(万kW)
2021/12/18,0:00,395
2021/12/18,1:00,394
2021/12/18,2:00,405
2021/12/18,3:00,416
2021/12/18,4:00,415
2021/12/18,5:00,406
2021/12/18,6:00,402
2021/12/18,7:00,405
2021/12/18,8:00,426
2021/12/18,9:00,440
2021/12/18,10:00,436
2021/12/18,11:00,425
2021/12/18,12:00,414
2021/12/18,13:00,403
2021/12/18,14:00,399
2021/12/18,15:00,391
2021/12/18,16:00,403
2021/12/18,17:00,414
2021/12/18,18:00,412
2021/12/18,19:00,403
2021/12/18,20:00,397
2021/12/18,21:00,382
2021/12/18,22:00,373
2021/12/18,23:00,374
