DATE,TIME,当日実績(万kW),
2019/8/30,0:00,285,
2019/8/30,1:00,278,
2019/8/30,2:00,287,
2019/8/30,3:00,299,
2019/8/30,4:00,299,
2019/8/30,5:00,292,
2019/8/30,6:00,293,
2019/8/30,7:00,314,
2019/8/30,8:00,359,
2019/8/30,9:00,388,
2019/8/30,10:00,394,
2019/8/30,11:00,390,
2019/8/30,12:00,365,
2019/8/30,13:00,384,
2019/8/30,14:00,387,
2019/8/30,15:00,383,
2019/8/30,16:00,381,
2019/8/30,17:00,361,
2019/8/30,18:00,352,
2019/8/30,19:00,341,
2019/8/30,20:00,328,
2019/8/30,21:00,313,
2019/8/30,22:00,301,
2019/8/30,23:00,289,
