DATE,TIME,当日実績(万kW)
2023/4/24,0:00,2171
2023/4/24,1:00,2091
2023/4/24,2:00,2103
2023/4/24,3:00,2158
2023/4/24,4:00,2219
2023/4/24,5:00,2273
2023/4/24,6:00,2389
2023/4/24,7:00,2544
2023/4/24,8:00,2821
2023/4/24,9:00,3111
2023/4/24,10:00,3123
2023/4/24,11:00,3189
2023/4/24,12:00,2983
2023/4/24,13:00,3094
2023/4/24,14:00,3090
2023/4/24,15:00,3030
2023/4/24,16:00,3066
2023/4/24,17:00,3096
2023/4/24,18:00,3209
2023/4/24,19:00,3146
2023/4/24,20:00,3029
2023/4/24,21:00,2872
2023/4/24,22:00,2735
2023/4/24,23:00,2570
