DATE,TIME,当日実績(万kW)
2023/9/11,0:00,2733
2023/9/11,1:00,2558
2023/9/11,2:00,2477
2023/9/11,3:00,2469
2023/9/11,4:00,2499
2023/9/11,5:00,2585
2023/9/11,6:00,2801
2023/9/11,7:00,3299
2023/9/11,8:00,3968
2023/9/11,9:00,4434
2023/9/11,10:00,4662
2023/9/11,11:00,4689
2023/9/11,12:00,4590
2023/9/11,13:00,4686
2023/9/11,14:00,4653
2023/9/11,15:00,4653
2023/9/11,16:00,4612
2023/9/11,17:00,4376
2023/9/11,18:00,4254
2023/9/11,19:00,4043
2023/9/11,20:00,3813
2023/9/11,21:00,3577
2023/9/11,22:00,3389
2023/9/11,23:00,3189
