DATE,TIME,当日実績(万kW)
2023/2/26,0:00,2925
2023/2/26,1:00,2810
2023/2/26,2:00,2774
2023/2/26,3:00,2750
2023/2/26,4:00,2744
2023/2/26,5:00,2812
2023/2/26,6:00,2959
2023/2/26,7:00,3045
2023/2/26,8:00,3105
2023/2/26,9:00,3174
2023/2/26,10:00,3176
2023/2/26,11:00,3127
2023/2/26,12:00,3042
2023/2/26,13:00,2948
2023/2/26,14:00,2877
2023/2/26,15:00,2890
2023/2/26,16:00,3074
2023/2/26,17:00,3411
2023/2/26,18:00,3658
2023/2/26,19:00,3675
2023/2/26,20:00,3622
2023/2/26,21:00,3478
2023/2/26,22:00,3249
2023/2/26,23:00,3044
