DATE,TIME,当日実績(万kW)
2023/8/21,0:00,2934
2023/8/21,1:00,2745
2023/8/21,2:00,2647
2023/8/21,3:00,2617
2023/8/21,4:00,2631
2023/8/21,5:00,2714
2023/8/21,6:00,3028
2023/8/21,7:00,3607
2023/8/21,8:00,4360
2023/8/21,9:00,4924
2023/8/21,10:00,5129
2023/8/21,11:00,5211
2023/8/21,12:00,5153
2023/8/21,13:00,5275
2023/8/21,14:00,5283
2023/8/21,15:00,5210
2023/8/21,16:00,5110
2023/8/21,17:00,4865
2023/8/21,18:00,4722
2023/8/21,19:00,4532
2023/8/21,20:00,4273
2023/8/21,21:00,4008
2023/8/21,22:00,3777
2023/8/21,23:00,3522
