DATE,TIME,当日実績(万kW)
2023/8/25,0:00,3111
2023/8/25,1:00,2902
2023/8/25,2:00,2792
2023/8/25,3:00,2760
2023/8/25,4:00,2760
2023/8/25,5:00,2821
2023/8/25,6:00,3076
2023/8/25,7:00,3594
2023/8/25,8:00,4289
2023/8/25,9:00,4837
2023/8/25,10:00,5069
2023/8/25,11:00,5181
2023/8/25,12:00,5142
2023/8/25,13:00,5243
2023/8/25,14:00,5245
2023/8/25,15:00,5188
2023/8/25,16:00,5106
2023/8/25,17:00,4817
2023/8/25,18:00,4598
2023/8/25,19:00,4386
2023/8/25,20:00,4128
2023/8/25,21:00,3870
2023/8/25,22:00,3662
2023/8/25,23:00,3418
