DATE,TIME,当日実績(万kW)
2023/1/24,0:00,3198
2023/1/24,1:00,3051
2023/1/24,2:00,3003
2023/1/24,3:00,2983
2023/1/24,4:00,3017
2023/1/24,5:00,3216
2023/1/24,6:00,3653
2023/1/24,7:00,4089
2023/1/24,8:00,4505
2023/1/24,9:00,4739
2023/1/24,10:00,4535
2023/1/24,11:00,4347
2023/1/24,12:00,4148
2023/1/24,13:00,4057
2023/1/24,14:00,4051
2023/1/24,15:00,4036
2023/1/24,16:00,4225
2023/1/24,17:00,4532
2023/1/24,18:00,4614
2023/1/24,19:00,4590
2023/1/24,20:00,4567
2023/1/24,21:00,4445
2023/1/24,22:00,4221
2023/1/24,23:00,3962
