DATE,TIME,当日実績(万kW)
2023/4/13,0:00,2333
2023/4/13,1:00,2251
2023/4/13,2:00,2258
2023/4/13,3:00,2302
2023/4/13,4:00,2339
2023/4/13,5:00,2371
2023/4/13,6:00,2459
2023/4/13,7:00,2611
2023/4/13,8:00,2906
2023/4/13,9:00,3147
2023/4/13,10:00,3248
2023/4/13,11:00,3281
2023/4/13,12:00,3159
2023/4/13,13:00,3207
2023/4/13,14:00,3150
2023/4/13,15:00,3103
2023/4/13,16:00,3084
2023/4/13,17:00,3037
2023/4/13,18:00,3107
2023/4/13,19:00,3039
2023/4/13,20:00,2925
2023/4/13,21:00,2778
2023/4/13,22:00,2647
2023/4/13,23:00,2500
