DATE,TIME,当日実績(万kW)
2023/4/30,0:00,2091
2023/4/30,1:00,2013
2023/4/30,2:00,2016
2023/4/30,3:00,2053
2023/4/30,4:00,2055
2023/4/30,5:00,2042
2023/4/30,6:00,2037
2023/4/30,7:00,2140
2023/4/30,8:00,2317
2023/4/30,9:00,2406
2023/4/30,10:00,2433
2023/4/30,11:00,2427
2023/4/30,12:00,2471
2023/4/30,13:00,2492
2023/4/30,14:00,2463
2023/4/30,15:00,2460
2023/4/30,16:00,2507
2023/4/30,17:00,2571
2023/4/30,18:00,2685
2023/4/30,19:00,2658
2023/4/30,20:00,2566
2023/4/30,21:00,2424
2023/4/30,22:00,2282
2023/4/30,23:00,2178
