DATE,TIME,当日実績(万kW)
2023/9/19,0:00,2891
2023/9/19,1:00,2709
2023/9/19,2:00,2628
2023/9/19,3:00,2605
2023/9/19,4:00,2619
2023/9/19,5:00,2693
2023/9/19,6:00,2925
2023/9/19,7:00,3447
2023/9/19,8:00,4158
2023/9/19,9:00,4659
2023/9/19,10:00,4875
2023/9/19,11:00,4995
2023/9/19,12:00,4959
2023/9/19,13:00,5133
2023/9/19,14:00,5140
2023/9/19,15:00,5035
2023/9/19,16:00,4898
2023/9/19,17:00,4631
2023/9/19,18:00,4496
2023/9/19,19:00,4298
2023/9/19,20:00,4068
2023/9/19,21:00,3816
2023/9/19,22:00,3596
2023/9/19,23:00,3349
