DATE,TIME,当日実績(万kW)
2023/1/14,0:00,2858
2023/1/14,1:00,2738
2023/1/14,2:00,2703
2023/1/14,3:00,2693
2023/1/14,4:00,2696
2023/1/14,5:00,2741
2023/1/14,6:00,2883
2023/1/14,7:00,3094
2023/1/14,8:00,3399
2023/1/14,9:00,3594
2023/1/14,10:00,3584
2023/1/14,11:00,3600
2023/1/14,12:00,3540
2023/1/14,13:00,3490
2023/1/14,14:00,3423
2023/1/14,15:00,3387
2023/1/14,16:00,3479
2023/1/14,17:00,3605
2023/1/14,18:00,3603
2023/1/14,19:00,3532
2023/1/14,20:00,3428
2023/1/14,21:00,3259
2023/1/14,22:00,3085
2023/1/14,23:00,2905
