DATE,TIME,当日実績(万kW)
2021/12/01,00:00,1345
2021/12/01,01:00,1320
2021/12/01,02:00,1324
2021/12/01,03:00,1346
2021/12/01,04:00,1345
2021/12/01,05:00,1352
2021/12/01,06:00,1436
2021/12/01,07:00,1555
2021/12/01,08:00,1739
2021/12/01,09:00,1847
2021/12/01,10:00,1821
2021/12/01,11:00,1811
2021/12/01,12:00,1692
2021/12/01,13:00,1752
2021/12/01,14:00,1791
2021/12/01,15:00,1786
2021/12/01,16:00,1845
2021/12/01,17:00,1875
2021/12/01,18:00,1853
2021/12/01,19:00,1797
2021/12/01,20:00,1744
2021/12/01,21:00,1681
2021/12/01,22:00,1601
2021/12/01,23:00,1543
DATE,TIME,当日実績(万kW)
2021/12/02,00:00,1449
2021/12/02,01:00,1415
2021/12/02,02:00,1430
2021/12/02,03:00,1453
2021/12/02,04:00,1460
2021/12/02,05:00,1510
2021/12/02,06:00,1642
2021/12/02,07:00,1781
2021/12/02,08:00,1949
2021/12/02,09:00,2013
2021/12/02,10:00,1943
2021/12/02,11:00,1892
2021/12/02,12:00,1754
2021/12/02,13:00,1828
2021/12/02,14:00,1845
2021/12/02,15:00,1836
2021/12/02,16:00,1891
2021/12/02,17:00,1937
2021/12/02,18:00,1921
2021/12/02,19:00,1856
2021/12/02,20:00,1798
2021/12/02,21:00,1724
2021/12/02,22:00,1649
2021/12/02,23:00,1592
DATE,TIME,当日実績(万kW)
2021/12/03,00:00,1507
2021/12/03,01:00,1478
2021/12/03,02:00,1479
2021/12/03,03:00,1483
2021/12/03,04:00,1475
2021/12/03,05:00,1517
2021/12/03,06:00,1661
2021/12/03,07:00,1777
2021/12/03,08:00,1944
2021/12/03,09:00,1984
2021/12/03,10:00,1910
2021/12/03,11:00,1845
2021/12/03,12:00,1712
2021/12/03,13:00,1788
2021/12/03,14:00,1791
2021/12/03,15:00,1782
2021/12/03,16:00,1830
2021/12/03,17:00,1862
2021/12/03,18:00,1835
2021/12/03,19:00,1781
2021/12/03,20:00,1724
2021/12/03,21:00,1661
2021/12/03,22:00,1604
2021/12/03,23:00,1544
DATE,TIME,当日実績(万kW)
2021/12/04,00:00,1447
2021/12/04,01:00,1411
2021/12/04,02:00,1411
2021/12/04,03:00,1419
2021/12/04,04:00,1401
2021/12/04,05:00,1400
2021/12/04,06:00,1429
2021/12/04,07:00,1494
2021/12/04,08:00,1576
2021/12/04,09:00,1573
2021/12/04,10:00,1528
2021/12/04,11:00,1496
2021/12/04,12:00,1462
2021/12/04,13:00,1460
2021/12/04,14:00,1447
2021/12/04,15:00,1473
2021/12/04,16:00,1532
2021/12/04,17:00,1608
2021/12/04,18:00,1596
2021/12/04,19:00,1563
2021/12/04,20:00,1532
2021/12/04,21:00,1471
2021/12/04,22:00,1393
2021/12/04,23:00,1343
DATE,TIME,当日実績(万kW)
2021/12/05,00:00,1276
2021/12/05,01:00,1240
2021/12/05,02:00,1265
2021/12/05,03:00,1287
2021/12/05,04:00,1279
2021/12/05,05:00,1286
2021/12/05,06:00,1297
2021/12/05,07:00,1354
2021/12/05,08:00,1407
2021/12/05,09:00,1406
2021/12/05,10:00,1360
2021/12/05,11:00,1322
2021/12/05,12:00,1298
2021/12/05,13:00,1284
2021/12/05,14:00,1283
2021/12/05,15:00,1320
2021/12/05,16:00,1406
2021/12/05,17:00,1520
2021/12/05,18:00,1539
2021/12/05,19:00,1520
2021/12/05,20:00,1491
2021/12/05,21:00,1430
2021/12/05,22:00,1343
2021/12/05,23:00,1294
DATE,TIME,当日実績(万kW)
2021/12/06,00:00,1215
2021/12/06,01:00,1207
2021/12/06,02:00,1226
2021/12/06,03:00,1259
2021/12/06,04:00,1281
2021/12/06,05:00,1342
2021/12/06,06:00,1483
2021/12/06,07:00,1668
2021/12/06,08:00,1893
2021/12/06,09:00,2026
2021/12/06,10:00,2020
2021/12/06,11:00,1990
2021/12/06,12:00,1880
2021/12/06,13:00,1964
2021/12/06,14:00,1959
2021/12/06,15:00,1946
2021/12/06,16:00,1992
2021/12/06,17:00,1959
2021/12/06,18:00,1902
2021/12/06,19:00,1809
2021/12/06,20:00,1729
2021/12/06,21:00,1670
2021/12/06,22:00,1583
2021/12/06,23:00,1518
DATE,TIME,当日実績(万kW)
2021/12/07,00:00,1418
2021/12/07,01:00,1388
2021/12/07,02:00,1398
2021/12/07,03:00,1410
2021/12/07,04:00,1411
2021/12/07,05:00,1431
2021/12/07,06:00,1536
2021/12/07,07:00,1678
2021/12/07,08:00,1891
2021/12/07,09:00,1993
2021/12/07,10:00,1978
2021/12/07,11:00,1949
2021/12/07,12:00,1832
2021/12/07,13:00,1921
2021/12/07,14:00,1932
2021/12/07,15:00,1919
2021/12/07,16:00,1956
2021/12/07,17:00,1935
2021/12/07,18:00,1883
2021/12/07,19:00,1799
2021/12/07,20:00,1726
2021/12/07,21:00,1660
2021/12/07,22:00,1571
2021/12/07,23:00,1521
DATE,TIME,当日実績(万kW)
2021/12/08,00:00,1435
2021/12/08,01:00,1398
2021/12/08,02:00,1411
2021/12/08,03:00,1428
2021/12/08,04:00,1433
2021/12/08,05:00,1454
2021/12/08,06:00,1554
2021/12/08,07:00,1666
2021/12/08,08:00,1854
2021/12/08,09:00,1938
2021/12/08,10:00,1909
2021/12/08,11:00,1878
2021/12/08,12:00,1770
2021/12/08,13:00,1847
2021/12/08,14:00,1840
2021/12/08,15:00,1835
2021/12/08,16:00,1876
2021/12/08,17:00,1893
2021/12/08,18:00,1851
2021/12/08,19:00,1780
2021/12/08,20:00,1725
2021/12/08,21:00,1665
2021/12/08,22:00,1577
2021/12/08,23:00,1520
DATE,TIME,当日実績(万kW)
2021/12/09,00:00,1429
2021/12/09,01:00,1395
2021/12/09,02:00,1398
2021/12/09,03:00,1416
2021/12/09,04:00,1427
2021/12/09,05:00,1480
2021/12/09,06:00,1602
2021/12/09,07:00,1711
2021/12/09,08:00,1877
2021/12/09,09:00,1929
2021/12/09,10:00,1861
2021/12/09,11:00,1814
2021/12/09,12:00,1693
2021/12/09,13:00,1762
2021/12/09,14:00,1759
2021/12/09,15:00,1747
2021/12/09,16:00,1791
2021/12/09,17:00,1831
2021/12/09,18:00,1808
2021/12/09,19:00,1752
2021/12/09,20:00,1705
2021/12/09,21:00,1639
2021/12/09,22:00,1570
2021/12/09,23:00,1517
DATE,TIME,当日実績(万kW)
2021/12/10,00:00,1430
2021/12/10,01:00,1395
2021/12/10,02:00,1407
2021/12/10,03:00,1427
2021/12/10,04:00,1430
