DATE,TIME,当日実績(万kW)
2020/02/01,00:00,1560
2020/02/01,01:00,1508
2020/02/01,02:00,1495
2020/02/01,03:00,1487
2020/02/01,04:00,1448
2020/02/01,05:00,1416
2020/02/01,06:00,1457
2020/02/01,07:00,1537
2020/02/01,08:00,1625
2020/02/01,09:00,1616
2020/02/01,10:00,1571
2020/02/01,11:00,1552
2020/02/01,12:00,1476
2020/02/01,13:00,1428
2020/02/01,14:00,1423
2020/02/01,15:00,1432
2020/02/01,16:00,1482
2020/02/01,17:00,1591
2020/02/01,18:00,1635
2020/02/01,19:00,1619
2020/02/01,20:00,1592
2020/02/01,21:00,1545
2020/02/01,22:00,1454
2020/02/01,23:00,1426
DATE,TIME,当日実績(万kW)
2020/02/02,00:00,1363
2020/02/02,01:00,1342
2020/02/02,02:00,1348
2020/02/02,03:00,1331
2020/02/02,04:00,1317
2020/02/02,05:00,1295
2020/02/02,06:00,1330
2020/02/02,07:00,1403
2020/02/02,08:00,1461
2020/02/02,09:00,1444
2020/02/02,10:00,1369
2020/02/02,11:00,1328
2020/02/02,12:00,1293
2020/02/02,13:00,1249
2020/02/02,14:00,1228
2020/02/02,15:00,1255
2020/02/02,16:00,1309
2020/02/02,17:00,1457
2020/02/02,18:00,1529
2020/02/02,19:00,1532
2020/02/02,20:00,1523
2020/02/02,21:00,1460
2020/02/02,22:00,1372
2020/02/02,23:00,1345
DATE,TIME,当日実績(万kW)
2020/02/03,00:00,1299
2020/02/03,01:00,1304
2020/02/03,02:00,1322
2020/02/03,03:00,1341
2020/02/03,04:00,1344
2020/02/03,05:00,1405
2020/02/03,06:00,1598
2020/02/03,07:00,1789
2020/02/03,08:00,2000
2020/02/03,09:00,2068
2020/02/03,10:00,1989
2020/02/03,11:00,1930
2020/02/03,12:00,1794
2020/02/03,13:00,1863
2020/02/03,14:00,1866
2020/02/03,15:00,1835
2020/02/03,16:00,1875
2020/02/03,17:00,1917
2020/02/03,18:00,1908
2020/02/03,19:00,1852
2020/02/03,20:00,1800
2020/02/03,21:00,1754
2020/02/03,22:00,1671
2020/02/03,23:00,1596
DATE,TIME,当日実績(万kW)
2020/02/04,00:00,1497
2020/02/04,01:00,1480
2020/02/04,02:00,1495
2020/02/04,03:00,1496
2020/02/04,04:00,1490
2020/02/04,05:00,1547
2020/02/04,06:00,1699
2020/02/04,07:00,1825
2020/02/04,08:00,2005
2020/02/04,09:00,2043
2020/02/04,10:00,1971
2020/02/04,11:00,1911
2020/02/04,12:00,1760
2020/02/04,13:00,1837
2020/02/04,14:00,1820
2020/02/04,15:00,1807
2020/02/04,16:00,1845
2020/02/04,17:00,1889
2020/02/04,18:00,1934
2020/02/04,19:00,1880
2020/02/04,20:00,1829
