DATE,TIME,当日実績(万kW)
2021/03/01,00:00,1182
2021/03/01,01:00,1183
2021/03/01,02:00,1207
2021/03/01,03:00,1232
2021/03/01,04:00,1249
2021/03/01,05:00,1304
2021/03/01,06:00,1440
2021/03/01,07:00,1587
2021/03/01,08:00,1776
2021/03/01,09:00,1846
2021/03/01,10:00,1807
2021/03/01,11:00,1759
2021/03/01,12:00,1629
2021/03/01,13:00,1677
2021/03/01,14:00,1692
2021/03/01,15:00,1666
2021/03/01,16:00,1667
2021/03/01,17:00,1677
2021/03/01,18:00,1705
2021/03/01,19:00,1641
2021/03/01,20:00,1580
2021/03/01,21:00,1534
2021/03/01,22:00,1469
2021/03/01,23:00,1422
DATE,TIME,当日実績(万kW)
2021/03/02,00:00,1350
2021/03/02,01:00,1323
2021/03/02,02:00,1335
2021/03/02,03:00,1350
2021/03/02,04:00,1338
2021/03/02,05:00,1345
2021/03/02,06:00,1434
2021/03/02,07:00,1556
2021/03/02,08:00,1743
2021/03/02,09:00,1854
2021/03/02,10:00,1848
2021/03/02,11:00,1847
2021/03/02,12:00,1766
2021/03/02,13:00,1877
2021/03/02,14:00,1898
2021/03/02,15:00,1885
2021/03/02,16:00,1904
2021/03/02,17:00,1896
2021/03/02,18:00,1922
2021/03/02,19:00,1856
2021/03/02,20:00,1797
2021/03/02,21:00,1735
2021/03/02,22:00,1657
2021/03/02,23:00,1599
DATE,TIME,当日実績(万kW)
2021/03/03,00:00,1515
2021/03/03,01:00,1494
2021/03/03,02:00,1499
2021/03/03,03:00,1512
2021/03/03,04:00,1505
2021/03/03,05:00,1561
2021/03/03,06:00,1705
2021/03/03,07:00,1833
2021/03/03,08:00,2003
2021/03/03,09:00,2054
2021/03/03,10:00,1993
2021/03/03,11:00,1931
2021/03/03,12:00,1773
2021/03/03,13:00,1829
2021/03/03,14:00,1809
2021/03/03,15:00,1768
2021/03/03,16:00,1795
2021/03/03,17:00,1820
2021/03/03,18:00,1879
2021/03/03,19:00,1820
2021/03/03,20:00,1771
2021/03/03,21:00,1707
2021/03/03,22:00,1630
2021/03/03,23:00,1565
DATE,TIME,当日実績(万kW)
2021/03/04,00:00,1479
2021/03/04,01:00,1445
2021/03/04,02:00,1450
2021/03/04,03:00,1453
2021/03/04,04:00,1454
2021/03/04,05:00,1490
2021/03/04,06:00,1606
2021/03/04,07:00,1714
2021/03/04,08:00,1913
2021/03/04,09:00,1994
2021/03/04,10:00,1946
2021/03/04,11:00,1890
2021/03/04,12:00,1752
2021/03/04,13:00,1811
2021/03/04,14:00,1802
2021/03/04,15:00,1754
2021/03/04,16:00,1769
2021/03/04,17:00,1798
2021/03/04,18:00,1828
2021/03/04,19:00,1759
2021/03/04,20:00,1692
2021/03/04,21:00,1621
2021/03/04,22:00,1545
2021/03/04,23:00,1486
DATE,TIME,当日実績(万kW)
2021/03/05,00:00,1397
2021/03/05,01:00,1377
2021/03/05,02:00,1384
2021/03/05,03:00,1394
2021/03/05,04:00,1392
2021/03/05,05:00,1409
2021/03/05,06:00,1515
2021/03/05,07:00,1616
2021/03/05,08:00,1792
2021/03/05,09:00,1886
2021/03/05,10:00,1870
2021/03/05,11:00,1846
2021/03/05,12:00,1734
2021/03/05,13:00,1822
2021/03/05,14:00,1841
2021/03/05,15:00,1813
2021/03/05,16:00,1820
2021/03/05,17:00,1810
2021/03/05,18:00,1778
2021/03/05,19:00,1706
2021/03/05,20:00,1640
2021/03/05,21:00,1580
2021/03/05,22:00,1521
2021/03/05,23:00,1458
DATE,TIME,当日実績(万kW)
2021/03/06,00:00,1377
2021/03/06,01:00,1347
2021/03/06,02:00,1331
2021/03/06,03:00,1355
2021/03/06,04:00,1333
2021/03/06,05:00,1298
2021/03/06,06:00,1283
2021/03/06,07:00,1318
2021/03/06,08:00,1385
2021/03/06,09:00,1391
2021/03/06,10:00,1366
2021/03/06,11:00,1348
2021/03/06,12:00,1291
2021/03/06,13:00,1277
2021/03/06,14:00,1275
2021/03/06,15:00,1266
2021/03/06,16:00,1287
2021/03/06,17:00,1370
2021/03/06,18:00,1439
2021/03/06,19:00,1432
2021/03/06,20:00,1404
2021/03/06,21:00,1357
2021/03/06,22:00,1284
2021/03/06,23:00,1261
DATE,TIME,当日実績(万kW)
2021/03/07,00:00,1199
2021/03/07,01:00,1189
2021/03/07,02:00,1207
2021/03/07,03:00,1230
2021/03/07,04:00,1225
2021/03/07,05:00,1217
2021/03/07,06:00,1224
2021/03/07,07:00,1253
2021/03/07,08:00,1317
2021/03/07,09:00,1349
2021/03/07,10:00,1337
2021/03/07,11:00,1310
2021/03/07,12:00,1309
2021/03/07,13:00,1281
2021/03/07,14:00,1276
2021/03/07,15:00,1283
2021/03/07,16:00,1342
2021/03/07,17:00,1445
2021/03/07,18:00,1492
2021/03/07,19:00,1477
2021/03/07,20:00,1440
2021/03/07,21:00,1371
2021/03/07,22:00,1288
2021/03/07,23:00,1243
DATE,TIME,当日実績(万kW)
2021/03/08,00:00,1185
2021/03/08,01:00,1181
2021/03/08,02:00,1214
2021/03/08,03:00,1225
2021/03/08,04:00,1252
2021/03/08,05:00,1296
2021/03/08,06:00,1441
2021/03/08,07:00,1598
2021/03/08,08:00,1839
2021/03/08,09:00,1940
2021/03/08,10:00,1926
2021/03/08,11:00,1882
2021/03/08,12:00,1762
2021/03/08,13:00,1822
2021/03/08,14:00,1806
2021/03/08,15:00,1763
2021/03/08,16:00,1772
2021/03/08,17:00,1780
2021/03/08,18:00,1834
2021/03/08,19:00,1776
2021/03/08,20:00,1724
2021/03/08,21:00,1677
2021/03/08,22:00,1595
2021/03/08,23:00,1543
DATE,TIME,当日実績(万kW)
2021/03/09,00:00,1467
2021/03/09,01:00,1451
2021/03/09,02:00,1449
2021/03/09,03:00,1464
2021/03/09,04:00,1463
2021/03/09,05:00,1495
2021/03/09,06:00,1618
2021/03/09,07:00,1719
2021/03/09,08:00,1897
2021/03/09,09:00,1961
2021/03/09,10:00,1921
2021/03/09,11:00,1887
2021/03/09,12:00,1752
2021/03/09,13:00,1801
2021/03/09,14:00,1782
2021/03/09,15:00,1741
2021/03/09,16:00,1747
2021/03/09,17:00,1767
2021/03/09,18:00,1794
2021/03/09,19:00,1733
2021/03/09,20:00,1674
2021/03/09,21:00,1610
2021/03/09,22:00,1534
2021/03/09,23:00,1485
DATE,TIME,当日実績(万kW)
2021/03/10,00:00,1398
2021/03/10,01:00,1379
2021/03/10,02:00,1391
2021/03/10,03:00,1411
2021/03/10,04:00,1416
2021/03/10,05:00,1450
2021/03/10,06:00,1542
2021/03/10,07:00,1633
2021/03/10,08:00,1776
2021/03/10,09:00,1837
2021/03/10,10:00,1799
2021/03/10,11:00,1761
2021/03/10,12:00,1639
2021/03/10,13:00,1701
2021/03/10,14:00,1691
2021/03/10,15:00,1670
2021/03/10,16:00,1692
2021/03/10,17:00,1698
2021/03/10,18:00,1774
2021/03/10,19:00,1726
2021/03/10,20:00,1686
2021/03/10,21:00,1641
2021/03/10,22:00,1572
2021/03/10,23:00,1519
DATE,TIME,当日実績(万kW)
2021/03/11,00:00,1444
2021/03/11,01:00,1423
2021/03/11,02:00,1439
2021/03/11,03:00,1448
2021/03/11,04:00,1457
2021/03/11,05:00,1499
2021/03/11,06:00,1617
2021/03/11,07:00,1715
2021/03/11,08:00,1872
2021/03/11,09:00,1923
2021/03/11,10:00,1867
2021/03/11,11:00,1812
2021/03/11,12:00,1656
2021/03/11,13:00,1736
2021/03/11,14:00,1706
2021/03/11,15:00,1670
2021/03/11,16:00,1671
2021/03/11,17:00,1674
2021/03/11,18:00,1733
2021/03/11,19:00,1677
2021/03/11,20:00,1628
2021/03/11,21:00,1569
2021/03/11,22:00,1510
2021/03/11,23:00,1460
DATE,TIME,当日実績(万kW)
2021/03/12,00:00,1385
