DATE,TIME,当日実績(万kW)
2022/03/01,00:00,1513
2022/03/01,01:00,1499
2022/03/01,02:00,1512
2022/03/01,03:00,1528
2022/03/01,04:00,1524
2022/03/01,05:00,1567
2022/03/01,06:00,1710
2022/03/01,07:00,1824
2022/03/01,08:00,2009
2022/03/01,09:00,2107
2022/03/01,10:00,2053
2022/03/01,11:00,2009
2022/03/01,12:00,1895
2022/03/01,13:00,2007
2022/03/01,14:00,2039
2022/03/01,15:00,2014
2022/03/01,16:00,2023
2022/03/01,17:00,2010
2022/03/01,18:00,1993
2022/03/01,19:00,1911
2022/03/01,20:00,1839
2022/03/01,21:00,1757
2022/03/01,22:00,1664
2022/03/01,23:00,1596
DATE,TIME,当日実績(万kW)
2022/03/02,00:00,1491
2022/03/02,01:00,1468
2022/03/02,02:00,1477
2022/03/02,03:00,1478
2022/03/02,04:00,1478
2022/03/02,05:00,1526
2022/03/02,06:00,1668
2022/03/02,07:00,1772
2022/03/02,08:00,1943
2022/03/02,09:00,2005
2022/03/02,10:00,1937
2022/03/02,11:00,1886
2022/03/02,12:00,1751
2022/03/02,13:00,1795
2022/03/02,14:00,1795
2022/03/02,15:00,1766
2022/03/02,16:00,1781
2022/03/02,17:00,1812
2022/03/02,18:00,1853
2022/03/02,19:00,1806
2022/03/02,20:00,1764
2022/03/02,21:00,1703
2022/03/02,22:00,1622
2022/03/02,23:00,1576
DATE,TIME,当日実績(万kW)
2022/03/03,00:00,1492
2022/03/03,01:00,1468
2022/03/03,02:00,1481
2022/03/03,03:00,1493
2022/03/03,04:00,1498
2022/03/03,05:00,1550
2022/03/03,06:00,1695
2022/03/03,07:00,1809
2022/03/03,08:00,1970
2022/03/03,09:00,2006
2022/03/03,10:00,1954
2022/03/03,11:00,1917
2022/03/03,12:00,1796
2022/03/03,13:00,1838
2022/03/03,14:00,1848
2022/03/03,15:00,1818
2022/03/03,16:00,1838
2022/03/03,17:00,1871
2022/03/03,18:00,1908
2022/03/03,19:00,1851
2022/03/03,20:00,1802
2022/03/03,21:00,1727
2022/03/03,22:00,1646
2022/03/03,23:00,1595
DATE,TIME,当日実績(万kW)
2022/03/04,00:00,1515
2022/03/04,01:00,1500
2022/03/04,02:00,1512
2022/03/04,03:00,1516
2022/03/04,04:00,1524
2022/03/04,05:00,1575
2022/03/04,06:00,1719
2022/03/04,07:00,1845
2022/03/04,08:00,1990
2022/03/04,09:00,2024
2022/03/04,10:00,1947
2022/03/04,11:00,1897
2022/03/04,12:00,1755
2022/03/04,13:00,1804
2022/03/04,14:00,1787
2022/03/04,15:00,1761
2022/03/04,16:00,1783
2022/03/04,17:00,1821
2022/03/04,18:00,1844
2022/03/04,19:00,1793
2022/03/04,20:00,1737
2022/03/04,21:00,1677
2022/03/04,22:00,1625
2022/03/04,23:00,1581
DATE,TIME,当日実績(万kW)
2022/03/05,00:00,1508
2022/03/05,01:00,1484
2022/03/05,02:00,1488
2022/03/05,03:00,1484
2022/03/05,04:00,1462
2022/03/05,05:00,1450
2022/03/05,06:00,1480
2022/03/05,07:00,1525
2022/03/05,08:00,1583
2022/03/05,09:00,1567
2022/03/05,10:00,1501
2022/03/05,11:00,1455
2022/03/05,12:00,1391
2022/03/05,13:00,1357
2022/03/05,14:00,1339
2022/03/05,15:00,1351
2022/03/05,16:00,1399
2022/03/05,17:00,1473
2022/03/05,18:00,1530
2022/03/05,19:00,1515
2022/03/05,20:00,1489
2022/03/05,21:00,1433
2022/03/05,22:00,1357
2022/03/05,23:00,1318
DATE,TIME,当日実績(万kW)
2022/03/06,00:00,1266
2022/03/06,01:00,1266
2022/03/06,02:00,1289
2022/03/06,03:00,1297
2022/03/06,04:00,1302
2022/03/06,05:00,1296
2022/03/06,06:00,1308
2022/03/06,07:00,1351
2022/03/06,08:00,1410
2022/03/06,09:00,1418
2022/03/06,10:00,1394
2022/03/06,11:00,1397
2022/03/06,12:00,1369
2022/03/06,13:00,1352
2022/03/06,14:00,1338
2022/03/06,15:00,1355
2022/03/06,16:00,1416
2022/03/06,17:00,1539
2022/03/06,18:00,1641
2022/03/06,19:00,1643
2022/03/06,20:00,1616
2022/03/06,21:00,1554
2022/03/06,22:00,1458
2022/03/06,23:00,1422
DATE,TIME,当日実績(万kW)
2022/03/07,00:00,1360
2022/03/07,01:00,1346
2022/03/07,02:00,1369
2022/03/07,03:00,1383
2022/03/07,04:00,1395
2022/03/07,05:00,1463
2022/03/07,06:00,1647
2022/03/07,07:00,1837
2022/03/07,08:00,2033
2022/03/07,09:00,2084
2022/03/07,10:00,2025
2022/03/07,11:00,1975
2022/03/07,12:00,1850
2022/03/07,13:00,1903
2022/03/07,14:00,1892
2022/03/07,15:00,1873
2022/03/07,16:00,1902
2022/03/07,17:00,1937
2022/03/07,18:00,1987
2022/03/07,19:00,1919
2022/03/07,20:00,1869
2022/03/07,21:00,1803
2022/03/07,22:00,1725
2022/03/07,23:00,1672
DATE,TIME,当日実績(万kW)
2022/03/08,00:00,1586
2022/03/08,01:00,1560
2022/03/08,02:00,1569
2022/03/08,03:00,1563
2022/03/08,04:00,1566
2022/03/08,05:00,1620
2022/03/08,06:00,1783
2022/03/08,07:00,1894
2022/03/08,08:00,2056
2022/03/08,09:00,2105
2022/03/08,10:00,2022
2022/03/08,11:00,1942
2022/03/08,12:00,1802
2022/03/08,13:00,1867
2022/03/08,14:00,1838
2022/03/08,15:00,1809
2022/03/08,16:00,1829
2022/03/08,17:00,1847
2022/03/08,18:00,1925
2022/03/08,19:00,1881
2022/03/08,20:00,1832
2022/03/08,21:00,1767
2022/03/08,22:00,1684
2022/03/08,23:00,1635
DATE,TIME,当日実績(万kW)
2022/03/09,00:00,1558
2022/03/09,01:00,1540
2022/03/09,02:00,1549
2022/03/09,03:00,1555
2022/03/09,04:00,1558
2022/03/09,05:00,1605
2022/03/09,06:00,1747
2022/03/09,07:00,1859
2022/03/09,08:00,2023
2022/03/09,09:00,2063
2022/03/09,10:00,2010
2022/03/09,11:00,1940
2022/03/09,12:00,1804
2022/03/09,13:00,1858
2022/03/09,14:00,1853
2022/03/09,15:00,1833
2022/03/09,16:00,1838
2022/03/09,17:00,1838
2022/03/09,18:00,1897
2022/03/09,19:00,1844
2022/03/09,20:00,1794
2022/03/09,21:00,1753
2022/03/09,22:00,1664
2022/03/09,23:00,1608
DATE,TIME,当日実績(万kW)
2022/03/10,00:00,1527
2022/03/10,01:00,1499
2022/03/10,02:00,1510
2022/03/10,03:00,1524
2022/03/10,04:00,1532
2022/03/10,05:00,1587
2022/03/10,06:00,1724
2022/03/10,07:00,1826
2022/03/10,08:00,1978
2022/03/10,09:00,2025
2022/03/10,10:00,1958
2022/03/10,11:00,1892
2022/03/10,12:00,1752
2022/03/10,13:00,1792
2022/03/10,14:00,1758
2022/03/10,15:00,1717
2022/03/10,16:00,1719
2022/03/10,17:00,1723
2022/03/10,18:00,1781
2022/03/10,19:00,1760
2022/03/10,20:00,1707
2022/03/10,21:00,1660
2022/03/10,22:00,1599
2022/03/10,23:00,1556
DATE,TIME,当日実績(万kW)
2022/03/11,00:00,1479
2022/03/11,01:00,1462
2022/03/11,02:00,1479
2022/03/11,03:00,1494
2022/03/11,04:00,1493
2022/03/11,05:00,1537
2022/03/11,06:00,1659
2022/03/11,07:00,1748
2022/03/11,08:00,1885
2022/03/11,09:00,1916
2022/03/11,10:00,1839
2022/03/11,11:00,1782
2022/03/11,12:00,1647
2022/03/11,13:00,1696
2022/03/11,14:00,1677
2022/03/11,15:00,1634
2022/03/11,16:00,1631
2022/03/11,17:00,1632
2022/03/11,18:00,1684
2022/03/11,19:00,1644
2022/03/11,20:00,1590
2022/03/11,21:00,1556
2022/03/11,22:00,1498
2022/03/11,23:00,1448
DATE,TIME,当日実績(万kW)
2022/03/12,00:00,1374
2022/03/12,01:00,1355
2022/03/12,02:00,1371
2022/03/12,03:00,1383
2022/03/12,04:00,1357
2022/03/12,05:00,1342
2022/03/12,06:00,1348
2022/03/12,07:00,1378
2022/03/12,08:00,1437
2022/03/12,09:00,1440
2022/03/12,10:00,1396
2022/03/12,11:00,1359
2022/03/12,12:00,1309
2022/03/12,13:00,1294
2022/03/12,14:00,1262
2022/03/12,15:00,1230
2022/03/12,16:00,1242
2022/03/12,17:00,1266
2022/03/12,18:00,1344
2022/03/12,19:00,1327
2022/03/12,20:00,1304
2022/03/12,21:00,1247
2022/03/12,22:00,1180
2022/03/12,23:00,1164
DATE,TIME,当日実績(万kW)
2022/03/13,00:00,1103
2022/03/13,01:00,1112
2022/03/13,02:00,1143
2022/03/13,03:00,1164
2022/03/13,04:00,1153
2022/03/13,05:00,1137
2022/03/13,06:00,1113
2022/03/13,07:00,1119
2022/03/13,08:00,1158
2022/03/13,09:00,1185
2022/03/13,10:00,1169
2022/03/13,11:00,1157
2022/03/13,12:00,1129
2022/03/13,13:00,1115
2022/03/13,14:00,1099
2022/03/13,15:00,1093
2022/03/13,16:00,1119
2022/03/13,17:00,1205
2022/03/13,18:00,1275
2022/03/13,19:00,1263
2022/03/13,20:00,1229
2022/03/13,21:00,1178
2022/03/13,22:00,1119
2022/03/13,23:00,1094
DATE,TIME,当日実績(万kW)
2022/03/14,00:00,1048
2022/03/14,01:00,1043
2022/03/14,02:00,1082
2022/03/14,03:00,1108
2022/03/14,04:00,1123
2022/03/14,05:00,1157
2022/03/14,06:00,1235
2022/03/14,07:00,1366
2022/03/14,08:00,1558
2022/03/14,09:00,1644
2022/03/14,10:00,1651
2022/03/14,11:00,1623
2022/03/14,12:00,1530
2022/03/14,13:00,1617
2022/03/14,14:00,1610
2022/03/14,15:00,1577
2022/03/14,16:00,1567
2022/03/14,17:00,1544
2022/03/14,18:00,1559
2022/03/14,19:00,1500
2022/03/14,20:00,1453
2022/03/14,21:00,1405
