DATE,TIME,当日実績(万kW)
2022/09/01,00:00,1484
2022/09/01,01:00,1400
2022/09/01,02:00,1365
2022/09/01,03:00,1364
2022/09/01,04:00,1372
2022/09/01,05:00,1390
2022/09/01,06:00,1465
2022/09/01,07:00,1649
2022/09/01,08:00,1961
2022/09/01,09:00,2159
2022/09/01,10:00,2187
2022/09/01,11:00,2224
2022/09/01,12:00,2137
2022/09/01,13:00,2228
2022/09/01,14:00,2238
2022/09/01,15:00,2154
2022/09/01,16:00,2085
2022/09/01,17:00,1963
2022/09/01,18:00,1915
2022/09/01,19:00,1816
2022/09/01,20:00,1742
2022/09/01,21:00,1670
2022/09/01,22:00,1611
2022/09/01,23:00,1540
DATE,TIME,当日実績(万kW)
2022/09/02,00:00,1442
2022/09/02,01:00,1365
2022/09/02,02:00,1331
2022/09/02,03:00,1341
2022/09/02,04:00,1343
2022/09/02,05:00,1358
2022/09/02,06:00,1408
2022/09/02,07:00,1572
2022/09/02,08:00,1862
2022/09/02,09:00,2073
2022/09/02,10:00,2151
2022/09/02,11:00,2192
2022/09/02,12:00,2110
2022/09/02,13:00,2162
2022/09/02,14:00,2161
2022/09/02,15:00,2091
2022/09/02,16:00,2023
2022/09/02,17:00,1895
2022/09/02,18:00,1845
2022/09/02,19:00,1751
2022/09/02,20:00,1672
2022/09/02,21:00,1614
2022/09/02,22:00,1552
2022/09/02,23:00,1491
DATE,TIME,当日実績(万kW)
2022/09/03,00:00,1377
2022/09/03,01:00,1310
2022/09/03,02:00,1275
2022/09/03,03:00,1276
2022/09/03,04:00,1273
2022/09/03,05:00,1254
2022/09/03,06:00,1226
2022/09/03,07:00,1291
2022/09/03,08:00,1433
2022/09/03,09:00,1531
2022/09/03,10:00,1599
2022/09/03,11:00,1614
2022/09/03,12:00,1628
2022/09/03,13:00,1658
2022/09/03,14:00,1644
2022/09/03,15:00,1625
2022/09/03,16:00,1567
2022/09/03,17:00,1520
2022/09/03,18:00,1538
2022/09/03,19:00,1489
2022/09/03,20:00,1430
2022/09/03,21:00,1371
2022/09/03,22:00,1294
2022/09/03,23:00,1246
DATE,TIME,当日実績(万kW)
2022/09/04,00:00,1176
2022/09/04,01:00,1111
2022/09/04,02:00,1101
2022/09/04,03:00,1115
2022/09/04,04:00,1120
2022/09/04,05:00,1103
2022/09/04,06:00,1083
2022/09/04,07:00,1148
2022/09/04,08:00,1280
2022/09/04,09:00,1422
2022/09/04,10:00,1472
2022/09/04,11:00,1521
2022/09/04,12:00,1535
2022/09/04,13:00,1536
2022/09/04,14:00,1539
2022/09/04,15:00,1533
2022/09/04,16:00,1510
2022/09/04,17:00,1519
2022/09/04,18:00,1548
2022/09/04,19:00,1512
2022/09/04,20:00,1447
2022/09/04,21:00,1389
2022/09/04,22:00,1309
2022/09/04,23:00,1259
DATE,TIME,当日実績(万kW)
2022/09/05,00:00,1172
2022/09/05,01:00,1108
2022/09/05,02:00,1106
2022/09/05,03:00,1133
2022/09/05,04:00,1155
2022/09/05,05:00,1198
2022/09/05,06:00,1298
2022/09/05,07:00,1542
2022/09/05,08:00,1895
2022/09/05,09:00,2138
2022/09/05,10:00,2209
2022/09/05,11:00,2259
2022/09/05,12:00,2182
2022/09/05,13:00,2273
2022/09/05,14:00,2285
2022/09/05,15:00,2238
2022/09/05,16:00,2174
2022/09/05,17:00,2050
2022/09/05,18:00,1985
2022/09/05,19:00,1861
2022/09/05,20:00,1784
2022/09/05,21:00,1700
2022/09/05,22:00,1638
2022/09/05,23:00,1571
DATE,TIME,当日実績(万kW)
2022/09/06,00:00,1461
2022/09/06,01:00,1382
2022/09/06,02:00,1359
2022/09/06,03:00,1363
2022/09/06,04:00,1366
2022/09/06,05:00,1382
2022/09/06,06:00,1462
2022/09/06,07:00,1652
2022/09/06,08:00,1972
2022/09/06,09:00,2213
2022/09/06,10:00,2261
2022/09/06,11:00,2279
2022/09/06,12:00,2198
2022/09/06,13:00,2280
2022/09/06,14:00,2263
2022/09/06,15:00,2212
2022/09/06,16:00,2168
2022/09/06,17:00,2066
2022/09/06,18:00,2013
2022/09/06,19:00,1906
