DATE,TIME,当日実績(万kW)
2022/02/01,00:00,1629
2022/02/01,01:00,1593
2022/02/01,02:00,1600
2022/02/01,03:00,1601
2022/02/01,04:00,1592
2022/02/01,05:00,1649
2022/02/01,06:00,1822
2022/02/01,07:00,1989
2022/02/01,08:00,2184
2022/02/01,09:00,2210
2022/02/01,10:00,2128
2022/02/01,11:00,2039
2022/02/01,12:00,1891
2022/02/01,13:00,1942
2022/02/01,14:00,1958
2022/02/01,15:00,1955
2022/02/01,16:00,1994
2022/02/01,17:00,2050
2022/02/01,18:00,2048
2022/02/01,19:00,1974
2022/02/01,20:00,1918
2022/02/01,21:00,1856
2022/02/01,22:00,1754
2022/02/01,23:00,1705
DATE,TIME,当日実績(万kW)
2022/02/02,00:00,1617
2022/02/02,01:00,1581
2022/02/02,02:00,1574
2022/02/02,03:00,1562
2022/02/02,04:00,1561
2022/02/02,05:00,1611
2022/02/02,06:00,1790
2022/02/02,07:00,1963
2022/02/02,08:00,2168
2022/02/02,09:00,2214
2022/02/02,10:00,2133
2022/02/02,11:00,2076
2022/02/02,12:00,1950
2022/02/02,13:00,1975
2022/02/02,14:00,1980
2022/02/02,15:00,1960
2022/02/02,16:00,2014
2022/02/02,17:00,2067
2022/02/02,18:00,2065
2022/02/02,19:00,1998
2022/02/02,20:00,1943
2022/02/02,21:00,1876
2022/02/02,22:00,1772
2022/02/02,23:00,1719
DATE,TIME,当日実績(万kW)
2022/02/03,00:00,1630
2022/02/03,01:00,1605
2022/02/03,02:00,1600
2022/02/03,03:00,1592
2022/02/03,04:00,1579
2022/02/03,05:00,1634
2022/02/03,06:00,1797
2022/02/03,07:00,1947
2022/02/03,08:00,2173
2022/02/03,09:00,2250
2022/02/03,10:00,2162
2022/02/03,11:00,2107
2022/02/03,12:00,1982
2022/02/03,13:00,2039
2022/02/03,14:00,2029
2022/02/03,15:00,2009
2022/02/03,16:00,2042
2022/02/03,17:00,2091
2022/02/03,18:00,2087
2022/02/03,19:00,2011
2022/02/03,20:00,1953
2022/02/03,21:00,1867
2022/02/03,22:00,1769
2022/02/03,23:00,1706
DATE,TIME,当日実績(万kW)
2022/02/04,00:00,1609
2022/02/04,01:00,1578
2022/02/04,02:00,1577
2022/02/04,03:00,1583
2022/02/04,04:00,1577
2022/02/04,05:00,1632
2022/02/04,06:00,1792
2022/02/04,07:00,1944
2022/02/04,08:00,2152
2022/02/04,09:00,2222
2022/02/04,10:00,2138
2022/02/04,11:00,2067
2022/02/04,12:00,1927
2022/02/04,13:00,1966
2022/02/04,14:00,1953
2022/02/04,15:00,1934
2022/02/04,16:00,1986
2022/02/04,17:00,2027
2022/02/04,18:00,2031
2022/02/04,19:00,1972
2022/02/04,20:00,1914
2022/02/04,21:00,1844
2022/02/04,22:00,1762
2022/02/04,23:00,1696
DATE,TIME,当日実績(万kW)
2022/02/05,00:00,1609
2022/02/05,01:00,1572
2022/02/05,02:00,1569
2022/02/05,03:00,1547
2022/02/05,04:00,1513
2022/02/05,05:00,1504
2022/02/05,06:00,1559
2022/02/05,07:00,1670
2022/02/05,08:00,1820
2022/02/05,09:00,1876
2022/02/05,10:00,1869
2022/02/05,11:00,1814
2022/02/05,12:00,1772
2022/02/05,13:00,1733
2022/02/05,14:00,1700
2022/02/05,15:00,1705
2022/02/05,16:00,1761
2022/02/05,17:00,1870
2022/02/05,18:00,1896
2022/02/05,19:00,1871
2022/02/05,20:00,1811
2022/02/05,21:00,1737
2022/02/05,22:00,1626
2022/02/05,23:00,1590
DATE,TIME,当日実績(万kW)
2022/02/06,00:00,1507
2022/02/06,01:00,1475
2022/02/06,02:00,1471
2022/02/06,03:00,1449
2022/02/06,04:00,1421
2022/02/06,05:00,1409
2022/02/06,06:00,1452
2022/02/06,07:00,1550
2022/02/06,08:00,1669
2022/02/06,09:00,1714
2022/02/06,10:00,1704
2022/02/06,11:00,1665
2022/02/06,12:00,1648
2022/02/06,13:00,1618
2022/02/06,14:00,1587
2022/02/06,15:00,1592
2022/02/06,16:00,1642
2022/02/06,17:00,1787
2022/02/06,18:00,1847
2022/02/06,19:00,1834
2022/02/06,20:00,1801
