DATE,TIME,当日実績(万kW)
2023/03/01,00:00,1375
2023/03/01,01:00,1349
2023/03/01,02:00,1374
2023/03/01,03:00,1390
2023/03/01,04:00,1398
2023/03/01,05:00,1435
2023/03/01,06:00,1552
2023/03/01,07:00,1652
2023/03/01,08:00,1778
2023/03/01,09:00,1817
2023/03/01,10:00,1783
2023/03/01,11:00,1719
2023/03/01,12:00,1588
2023/03/01,13:00,1639
2023/03/01,14:00,1626
2023/03/01,15:00,1605
2023/03/01,16:00,1610
2023/03/01,17:00,1611
2023/03/01,18:00,1647
2023/03/01,19:00,1598
2023/03/01,20:00,1553
2023/03/01,21:00,1500
2023/03/01,22:00,1433
2023/03/01,23:00,1388
DATE,TIME,当日実績(万kW)
2023/03/02,00:00,1308
2023/03/02,01:00,1281
2023/03/02,02:00,1299
2023/03/02,03:00,1317
2023/03/02,04:00,1323
2023/03/02,05:00,1344
2023/03/02,06:00,1430
2023/03/02,07:00,1535
2023/03/02,08:00,1721
2023/03/02,09:00,1808
2023/03/02,10:00,1779
2023/03/02,11:00,1755
2023/03/02,12:00,1655
2023/03/02,13:00,1741
2023/03/02,14:00,1717
2023/03/02,15:00,1718
2023/03/02,16:00,1739
2023/03/02,17:00,1760
2023/03/02,18:00,1817
2023/03/02,19:00,1773
2023/03/02,20:00,1730
2023/03/02,21:00,1684
2023/03/02,22:00,1601
2023/03/02,23:00,1559
DATE,TIME,当日実績(万kW)
2023/03/03,00:00,1477
2023/03/03,01:00,1448
2023/03/03,02:00,1448
2023/03/03,03:00,1449
2023/03/03,04:00,1451
2023/03/03,05:00,1488
2023/03/03,06:00,1623
2023/03/03,07:00,1744
2023/03/03,08:00,1889
2023/03/03,09:00,1937
2023/03/03,10:00,1877
2023/03/03,11:00,1822
2023/03/03,12:00,1674
2023/03/03,13:00,1712
2023/03/03,14:00,1688
2023/03/03,15:00,1644
2023/03/03,16:00,1654
2023/03/03,17:00,1654
2023/03/03,18:00,1712
2023/03/03,19:00,1675
2023/03/03,20:00,1652
2023/03/03,21:00,1629
2023/03/03,22:00,1556
2023/03/03,23:00,1516
DATE,TIME,当日実績(万kW)
2023/03/04,00:00,1434
2023/03/04,01:00,1409
2023/03/04,02:00,1414
2023/03/04,03:00,1411
2023/03/04,04:00,1384
2023/03/04,05:00,1362
2023/03/04,06:00,1384
2023/03/04,07:00,1420
2023/03/04,08:00,1465
2023/03/04,09:00,1459
2023/03/04,10:00,1405
2023/03/04,11:00,1355
2023/03/04,12:00,1296
2023/03/04,13:00,1287
2023/03/04,14:00,1248
2023/03/04,15:00,1245
2023/03/04,16:00,1268
2023/03/04,17:00,1332
2023/03/04,18:00,1413
2023/03/04,19:00,1411
2023/03/04,20:00,1400
2023/03/04,21:00,1359
2023/03/04,22:00,1283
2023/03/04,23:00,1242
DATE,TIME,当日実績(万kW)
2023/03/05,00:00,1189
2023/03/05,01:00,1166
2023/03/05,02:00,1200
2023/03/05,03:00,1216
2023/03/05,04:00,1219
2023/03/05,05:00,1212
2023/03/05,06:00,1204
2023/03/05,07:00,1225
2023/03/05,08:00,1274
2023/03/05,09:00,1307
2023/03/05,10:00,1282
2023/03/05,11:00,1260
2023/03/05,12:00,1245
2023/03/05,13:00,1213
2023/03/05,14:00,1215
2023/03/05,15:00,1214
2023/03/05,16:00,1244
2023/03/05,17:00,1332
2023/03/05,18:00,1407
2023/03/05,19:00,1410
2023/03/05,20:00,1372
2023/03/05,21:00,1336
2023/03/05,22:00,1266
2023/03/05,23:00,1229
DATE,TIME,当日実績(万kW)
2023/03/06,00:00,1178
2023/03/06,01:00,1165
2023/03/06,02:00,1197
2023/03/06,03:00,1227
2023/03/06,04:00,1245
2023/03/06,05:00,1306
2023/03/06,06:00,1450
2023/03/06,07:00,1596
2023/03/06,08:00,1780
2023/03/06,09:00,1847
2023/03/06,10:00,1802
2023/03/06,11:00,1745
2023/03/06,12:00,1616
2023/03/06,13:00,1668
2023/03/06,14:00,1647
2023/03/06,15:00,1611
2023/03/06,16:00,1616
2023/03/06,17:00,1595
2023/03/06,18:00,1645
2023/03/06,19:00,1609
2023/03/06,20:00,1578
2023/03/06,21:00,1538
2023/03/06,22:00,1483
2023/03/06,23:00,1450
DATE,TIME,当日実績(万kW)
2023/03/07,00:00,1378
2023/03/07,01:00,1368
2023/03/07,02:00,1387
2023/03/07,03:00,1409
2023/03/07,04:00,1412
2023/03/07,05:00,1455
2023/03/07,06:00,1557
2023/03/07,07:00,1669
2023/03/07,08:00,1795
2023/03/07,09:00,1850
2023/03/07,10:00,1786
2023/03/07,11:00,1727
2023/03/07,12:00,1604
2023/03/07,13:00,1652
2023/03/07,14:00,1634
2023/03/07,15:00,1598
2023/03/07,16:00,1585
2023/03/07,17:00,1573
2023/03/07,18:00,1629
2023/03/07,19:00,1589
2023/03/07,20:00,1553
2023/03/07,21:00,1514
2023/03/07,22:00,1457
2023/03/07,23:00,1426
DATE,TIME,当日実績(万kW)
2023/03/08,00:00,1355
2023/03/08,01:00,1341
2023/03/08,02:00,1362
2023/03/08,03:00,1384
2023/03/08,04:00,1396
2023/03/08,05:00,1436
2023/03/08,06:00,1533
2023/03/08,07:00,1612
2023/03/08,08:00,1761
2023/03/08,09:00,1816
2023/03/08,10:00,1757
2023/03/08,11:00,1701
2023/03/08,12:00,1574
2023/03/08,13:00,1629
2023/03/08,14:00,1616
2023/03/08,15:00,1571
2023/03/08,16:00,1565
2023/03/08,17:00,1560
2023/03/08,18:00,1588
2023/03/08,19:00,1541
2023/03/08,20:00,1510
2023/03/08,21:00,1460
2023/03/08,22:00,1399
2023/03/08,23:00,1364
DATE,TIME,当日実績(万kW)
2023/03/09,00:00,1294
2023/03/09,01:00,1281
2023/03/09,02:00,1298
2023/03/09,03:00,1331
2023/03/09,04:00,1335
2023/03/09,05:00,1367
2023/03/09,06:00,1435
2023/03/09,07:00,1509
2023/03/09,08:00,1660
2023/03/09,09:00,1724
2023/03/09,10:00,1677
2023/03/09,11:00,1635
2023/03/09,12:00,1517
2023/03/09,13:00,1580
2023/03/09,14:00,1581
2023/03/09,15:00,1542
2023/03/09,16:00,1537
2023/03/09,17:00,1535
2023/03/09,18:00,1554
2023/03/09,19:00,1503
2023/03/09,20:00,1454
2023/03/09,21:00,1407
2023/03/09,22:00,1355
2023/03/09,23:00,1315
DATE,TIME,当日実績(万kW)
2023/03/10,00:00,1239
2023/03/10,01:00,1214
2023/03/10,02:00,1229
2023/03/10,03:00,1249
2023/03/10,04:00,1242
2023/03/10,05:00,1248
2023/03/10,06:00,1302
2023/03/10,07:00,1384
2023/03/10,08:00,1554
2023/03/10,09:00,1644
2023/03/10,10:00,1625
