DATE,TIME,当日実績(万kW)
2019/07/01,00:00,1110
2019/07/01,01:00,1055
2019/07/01,02:00,1065
2019/07/01,03:00,1097
2019/07/01,04:00,1121
2019/07/01,05:00,1146
2019/07/01,06:00,1237
2019/07/01,07:00,1397
2019/07/01,08:00,1637
2019/07/01,09:00,1835
2019/07/01,10:00,1889
2019/07/01,11:00,1920
2019/07/01,12:00,1809
2019/07/01,13:00,1938
2019/07/01,14:00,1953
2019/07/01,15:00,1927
2019/07/01,16:00,1904
2019/07/01,17:00,1809
2019/07/01,18:00,1763
2019/07/01,19:00,1719
2019/07/01,20:00,1643
2019/07/01,21:00,1587
2019/07/01,22:00,1542
2019/07/01,23:00,1477
DATE,TIME,当日実績(万kW)
2019/07/02,00:00,1372
2019/07/02,01:00,1319
2019/07/02,02:00,1308
2019/07/02,03:00,1327
2019/07/02,04:00,1328
2019/07/02,05:00,1333
2019/07/02,06:00,1390
2019/07/02,07:00,1512
2019/07/02,08:00,1745
2019/07/02,09:00,1919
2019/07/02,10:00,1950
2019/07/02,11:00,1968
2019/07/02,12:00,1840
2019/07/02,13:00,1981
2019/07/02,14:00,1990
2019/07/02,15:00,1959
2019/07/02,16:00,1951
2019/07/02,17:00,1853
2019/07/02,18:00,1809
2019/07/02,19:00,1763
2019/07/02,20:00,1682
2019/07/02,21:00,1612
2019/07/02,22:00,1557
2019/07/02,23:00,1481
DATE,TIME,当日実績(万kW)
2019/07/03,00:00,1378
2019/07/03,01:00,1304
2019/07/03,02:00,1298
2019/07/03,03:00,1316
2019/07/03,04:00,1317
2019/07/03,05:00,1300
2019/07/03,06:00,1356
2019/07/03,07:00,1508
2019/07/03,08:00,1776
2019/07/03,09:00,1956
2019/07/03,10:00,1989
2019/07/03,11:00,1996
2019/07/03,12:00,1873
2019/07/03,13:00,1974
2019/07/03,14:00,1987
2019/07/03,15:00,1962
2019/07/03,16:00,1943
2019/07/03,17:00,1859
2019/07/03,18:00,1816
2019/07/03,19:00,1757
2019/07/03,20:00,1676
2019/07/03,21:00,1610
2019/07/03,22:00,1557
2019/07/03,23:00,1487
DATE,TIME,当日実績(万kW)
2019/07/04,00:00,1387
2019/07/04,01:00,1323
2019/07/04,02:00,1313
2019/07/04,03:00,1322
2019/07/04,04:00,1331
2019/07/04,05:00,1324
2019/07/04,06:00,1388
2019/07/04,07:00,1524
2019/07/04,08:00,1778
2019/07/04,09:00,1948
2019/07/04,10:00,1998
2019/07/04,11:00,1993
2019/07/04,12:00,1890
2019/07/04,13:00,2019
2019/07/04,14:00,2054
2019/07/04,15:00,2028
2019/07/04,16:00,2008
2019/07/04,17:00,1922
2019/07/04,18:00,1862
2019/07/04,19:00,1796
2019/07/04,20:00,1710
2019/07/04,21:00,1635
