DATE,TIME,当日実績(万kW)
2021/09/01,00:00,1396
2021/09/01,01:00,1311
2021/09/01,02:00,1290
2021/09/01,03:00,1296
2021/09/01,04:00,1305
2021/09/01,05:00,1309
2021/09/01,06:00,1363
2021/09/01,07:00,1527
2021/09/01,08:00,1837
2021/09/01,09:00,2026
2021/09/01,10:00,2086
2021/09/01,11:00,2113
2021/09/01,12:00,2026
2021/09/01,13:00,2106
2021/09/01,14:00,2126
2021/09/01,15:00,2092
2021/09/01,16:00,2065
2021/09/01,17:00,1970
2021/09/01,18:00,1943
2021/09/01,19:00,1848
2021/09/01,20:00,1744
2021/09/01,21:00,1676
2021/09/01,22:00,1601
2021/09/01,23:00,1546
DATE,TIME,当日実績(万kW)
2021/09/02,00:00,1432
2021/09/02,01:00,1361
2021/09/02,02:00,1338
2021/09/02,03:00,1357
2021/09/02,04:00,1366
2021/09/02,05:00,1384
2021/09/02,06:00,1433
2021/09/02,07:00,1603
2021/09/02,08:00,1901
2021/09/02,09:00,2076
2021/09/02,10:00,2084
2021/09/02,11:00,2072
2021/09/02,12:00,1938
2021/09/02,13:00,2017
2021/09/02,14:00,2025
2021/09/02,15:00,1985
2021/09/02,16:00,1975
2021/09/02,17:00,1877
2021/09/02,18:00,1830
2021/09/02,19:00,1729
2021/09/02,20:00,1634
2021/09/02,21:00,1573
2021/09/02,22:00,1512
2021/09/02,23:00,1463
DATE,TIME,当日実績(万kW)
2021/09/03,00:00,1367
2021/09/03,01:00,1295
2021/09/03,02:00,1279
2021/09/03,03:00,1299
2021/09/03,04:00,1303
2021/09/03,05:00,1313
2021/09/03,06:00,1342
2021/09/03,07:00,1453
2021/09/03,08:00,1695
2021/09/03,09:00,1830
2021/09/03,10:00,1865
2021/09/03,11:00,1867
2021/09/03,12:00,1751
2021/09/03,13:00,1805
2021/09/03,14:00,1804
2021/09/03,15:00,1761
2021/09/03,16:00,1737
2021/09/03,17:00,1655
2021/09/03,18:00,1616
2021/09/03,19:00,1535
2021/09/03,20:00,1458
2021/09/03,21:00,1412
2021/09/03,22:00,1368
2021/09/03,23:00,1324
DATE,TIME,当日実績(万kW)
2021/09/04,00:00,1236
2021/09/04,01:00,1182
2021/09/04,02:00,1170
2021/09/04,03:00,1192
2021/09/04,04:00,1189
2021/09/04,05:00,1175
2021/09/04,06:00,1154
2021/09/04,07:00,1194
2021/09/04,08:00,1300
2021/09/04,09:00,1382
2021/09/04,10:00,1418
2021/09/04,11:00,1430
2021/09/04,12:00,1421
2021/09/04,13:00,1425
2021/09/04,14:00,1398
2021/09/04,15:00,1380
2021/09/04,16:00,1390
2021/09/04,17:00,1387
2021/09/04,18:00,1408
2021/09/04,19:00,1371
2021/09/04,20:00,1304
2021/09/04,21:00,1250
2021/09/04,22:00,1200
2021/09/04,23:00,1174
DATE,TIME,当日実績(万kW)
2021/09/05,00:00,1100
2021/09/05,01:00,1052
2021/09/05,02:00,1049
2021/09/05,03:00,1078
2021/09/05,04:00,1091
2021/09/05,05:00,1079
2021/09/05,06:00,1050
2021/09/05,07:00,1096
2021/09/05,08:00,1168
2021/09/05,09:00,1261
2021/09/05,10:00,1358
2021/09/05,11:00,1396
2021/09/05,12:00,1429
2021/09/05,13:00,1423
2021/09/05,14:00,1412
2021/09/05,15:00,1373
2021/09/05,16:00,1364
2021/09/05,17:00,1387
2021/09/05,18:00,1439
2021/09/05,19:00,1399
2021/09/05,20:00,1337
2021/09/05,21:00,1275
2021/09/05,22:00,1219
2021/09/05,23:00,1175
DATE,TIME,当日実績(万kW)
2021/09/06,00:00,1098
2021/09/06,01:00,1051
2021/09/06,02:00,1058
2021/09/06,03:00,1089
2021/09/06,04:00,1115
2021/09/06,05:00,1141
2021/09/06,06:00,1211
2021/09/06,07:00,1401
2021/09/06,08:00,1700
2021/09/06,09:00,1884
2021/09/06,10:00,1956
2021/09/06,11:00,2005
2021/09/06,12:00,1908
2021/09/06,13:00,2001
2021/09/06,14:00,2023
2021/09/06,15:00,1986
2021/09/06,16:00,1932
2021/09/06,17:00,1800
2021/09/06,18:00,1744
2021/09/06,19:00,1641
2021/09/06,20:00,1546
2021/09/06,21:00,1496
2021/09/06,22:00,1432
2021/09/06,23:00,1388
DATE,TIME,当日実績(万kW)
2021/09/07,00:00,1305
2021/09/07,01:00,1238
2021/09/07,02:00,1229
2021/09/07,03:00,1252
2021/09/07,04:00,1264
2021/09/07,05:00,1276
2021/09/07,06:00,1312
2021/09/07,07:00,1447
2021/09/07,08:00,1691
2021/09/07,09:00,1838
2021/09/07,10:00,1891
2021/09/07,11:00,1900
2021/09/07,12:00,1803
2021/09/07,13:00,1871
2021/09/07,14:00,1863
2021/09/07,15:00,1806
2021/09/07,16:00,1789
2021/09/07,17:00,1724
2021/09/07,18:00,1694
2021/09/07,19:00,1601
2021/09/07,20:00,1515
2021/09/07,21:00,1470
2021/09/07,22:00,1418
2021/09/07,23:00,1391
DATE,TIME,当日実績(万kW)
2021/09/08,00:00,1300
2021/09/08,01:00,1234
2021/09/08,02:00,1223
2021/09/08,03:00,1248
2021/09/08,04:00,1270
2021/09/08,05:00,1283
2021/09/08,06:00,1313
2021/09/08,07:00,1431
2021/09/08,08:00,1658
2021/09/08,09:00,1798
2021/09/08,10:00,1819
2021/09/08,11:00,1821
2021/09/08,12:00,1700
2021/09/08,13:00,1776
2021/09/08,14:00,1787
2021/09/08,15:00,1754
2021/09/08,16:00,1742
2021/09/08,17:00,1688
2021/09/08,18:00,1656
2021/09/08,19:00,1569
2021/09/08,20:00,1494
2021/09/08,21:00,1447
2021/09/08,22:00,1389
2021/09/08,23:00,1360
DATE,TIME,当日実績(万kW)
2021/09/09,00:00,1281
2021/09/09,01:00,1224
2021/09/09,02:00,1217
2021/09/09,03:00,1248
2021/09/09,04:00,1264
2021/09/09,05:00,1285
2021/09/09,06:00,1316
2021/09/09,07:00,1434
2021/09/09,08:00,1661
2021/09/09,09:00,1812
2021/09/09,10:00,1861
2021/09/09,11:00,1908
2021/09/09,12:00,1863
2021/09/09,13:00,1985
2021/09/09,14:00,2016
2021/09/09,15:00,2000
2021/09/09,16:00,1967
2021/09/09,17:00,1833
2021/09/09,18:00,1772
2021/09/09,19:00,1660
2021/09/09,20:00,1554
2021/09/09,21:00,1477
2021/09/09,22:00,1423
2021/09/09,23:00,1373
DATE,TIME,当日実績(万kW)
