DATE,TIME,当日実績(万kW)
2022/05/01,00:00,938
2022/05/01,01:00,916
2022/05/01,02:00,945
2022/05/01,03:00,986
2022/05/01,04:00,998
2022/05/01,05:00,969
2022/05/01,06:00,924
2022/05/01,07:00,945
2022/05/01,08:00,1005
2022/05/01,09:00,1042
2022/05/01,10:00,1052
2022/05/01,11:00,1074
2022/05/01,12:00,1072
2022/05/01,13:00,1058
2022/05/01,14:00,1057
2022/05/01,15:00,1053
2022/05/01,16:00,1065
2022/05/01,17:00,1097
2022/05/01,18:00,1153
2022/05/01,19:00,1159
2022/05/01,20:00,1130
2022/05/01,21:00,1077
2022/05/01,22:00,1013
2022/05/01,23:00,985
DATE,TIME,当日実績(万kW)
2022/05/02,00:00,927
2022/05/02,01:00,904
2022/05/02,02:00,936
2022/05/02,03:00,979
2022/05/02,04:00,1003
2022/05/02,05:00,1006
2022/05/02,06:00,1017
2022/05/02,07:00,1033
2022/05/02,08:00,1098
2022/05/02,09:00,1138
2022/05/02,10:00,1145
2022/05/02,11:00,1153
2022/05/02,12:00,1126
2022/05/02,13:00,1118
2022/05/02,14:00,1078
2022/05/02,15:00,1070
2022/05/02,16:00,1078
2022/05/02,17:00,1126
2022/05/02,18:00,1178
2022/05/02,19:00,1175
2022/05/02,20:00,1138
2022/05/02,21:00,1086
2022/05/02,22:00,1016
2022/05/02,23:00,982
DATE,TIME,当日実績(万kW)
2022/05/03,00:00,924
2022/05/03,01:00,909
2022/05/03,02:00,944
2022/05/03,03:00,992
2022/05/03,04:00,1003
2022/05/03,05:00,981
2022/05/03,06:00,961
2022/05/03,07:00,978
2022/05/03,08:00,1020
2022/05/03,09:00,1047
2022/05/03,10:00,1053
2022/05/03,11:00,1056
2022/05/03,12:00,1033
2022/05/03,13:00,1014
2022/05/03,14:00,1000
2022/05/03,15:00,985
2022/05/03,16:00,989
2022/05/03,17:00,1016
2022/05/03,18:00,1061
2022/05/03,19:00,1087
2022/05/03,20:00,1061
2022/05/03,21:00,1019
2022/05/03,22:00,987
2022/05/03,23:00,962
DATE,TIME,当日実績(万kW)
2022/05/04,00:00,907
2022/05/04,01:00,898
2022/05/04,02:00,934
2022/05/04,03:00,975
2022/05/04,04:00,990
2022/05/04,05:00,967
2022/05/04,06:00,948
2022/05/04,07:00,948
2022/05/04,08:00,993
2022/05/04,09:00,1021
2022/05/04,10:00,1041
2022/05/04,11:00,1041
2022/05/04,12:00,1029
2022/05/04,13:00,1022
2022/05/04,14:00,1003
2022/05/04,15:00,1000
2022/05/04,16:00,1015
2022/05/04,17:00,1034
2022/05/04,18:00,1085
2022/05/04,19:00,1110
2022/05/04,20:00,1071
2022/05/04,21:00,1022
2022/05/04,22:00,962
2022/05/04,23:00,939
DATE,TIME,当日実績(万kW)
2022/05/05,00:00,881
2022/05/05,01:00,863
2022/05/05,02:00,890
2022/05/05,03:00,934
2022/05/05,04:00,941
2022/05/05,05:00,902
2022/05/05,06:00,889
2022/05/05,07:00,911
2022/05/05,08:00,969
2022/05/05,09:00,1021
2022/05/05,10:00,1040
2022/05/05,11:00,1061
2022/05/05,12:00,1063
2022/05/05,13:00,1055
2022/05/05,14:00,1039
2022/05/05,15:00,1024
2022/05/05,16:00,1035
2022/05/05,17:00,1046
2022/05/05,18:00,1092
2022/05/05,19:00,1113
2022/05/05,20:00,1076
2022/05/05,21:00,1023
2022/05/05,22:00,967
2022/05/05,23:00,939
DATE,TIME,当日実績(万kW)
2022/05/06,00:00,888
2022/05/06,01:00,859
2022/05/06,02:00,902
2022/05/06,03:00,942
2022/05/06,04:00,954
2022/05/06,05:00,934
2022/05/06,06:00,943
2022/05/06,07:00,1004
2022/05/06,08:00,1126
2022/05/06,09:00,1202
2022/05/06,10:00,1222
2022/05/06,11:00,1228
2022/05/06,12:00,1176
2022/05/06,13:00,1216
2022/05/06,14:00,1214
2022/05/06,15:00,1196
2022/05/06,16:00,1187
2022/05/06,17:00,1170
2022/05/06,18:00,1187
2022/05/06,19:00,1192
2022/05/06,20:00,1138
2022/05/06,21:00,1085
2022/05/06,22:00,1042
2022/05/06,23:00,1012
DATE,TIME,当日実績(万kW)
2022/05/07,00:00,948
2022/05/07,01:00,936
2022/05/07,02:00,958
2022/05/07,03:00,994
2022/05/07,04:00,1002
2022/05/07,05:00,974
2022/05/07,06:00,959
2022/05/07,07:00,1012
2022/05/07,08:00,1122
2022/05/07,09:00,1198
2022/05/07,10:00,1230
2022/05/07,11:00,1250
2022/05/07,12:00,1242
2022/05/07,13:00,1241
2022/05/07,14:00,1240
2022/05/07,15:00,1202
2022/05/07,16:00,1195
2022/05/07,17:00,1165
2022/05/07,18:00,1197
2022/05/07,19:00,1198
2022/05/07,20:00,1155
2022/05/07,21:00,1098
2022/05/07,22:00,1039
2022/05/07,23:00,1017
DATE,TIME,当日実績(万kW)
2022/05/08,00:00,944
2022/05/08,01:00,914
2022/05/08,02:00,934
2022/05/08,03:00,959
2022/05/08,04:00,977
2022/05/08,05:00,944
2022/05/08,06:00,927
2022/05/08,07:00,958
2022/05/08,08:00,1029
2022/05/08,09:00,1092
2022/05/08,10:00,1123
2022/05/08,11:00,1123
2022/05/08,12:00,1120
2022/05/08,13:00,1102
2022/05/08,14:00,1084
2022/05/08,15:00,1083
2022/05/08,16:00,1080
2022/05/08,17:00,1100
