DATE,TIME,当日実績(万kW)
2020/1/13,0:00,1392
2020/1/13,1:00,1351
2020/1/13,2:00,1382
2020/1/13,3:00,1409
2020/1/13,4:00,1393
2020/1/13,5:00,1365
2020/1/13,6:00,1399
2020/1/13,7:00,1506
2020/1/13,8:00,1667
2020/1/13,9:00,1738
2020/1/13,10:00,1708
2020/1/13,11:00,1668
2020/1/13,12:00,1623
2020/1/13,13:00,1635
2020/1/13,14:00,1636
2020/1/13,15:00,1649
2020/1/13,16:00,1705
2020/1/13,17:00,1820
2020/1/13,18:00,1867
2020/1/13,19:00,1854
2020/1/13,20:00,1823
2020/1/13,21:00,1770
2020/1/13,22:00,1671
2020/1/13,23:00,1583
