DATE,TIME,当日実績(万kW)
2022/12/23,0:00,1664
2022/12/23,1:00,1626
2022/12/23,2:00,1639
2022/12/23,3:00,1640
2022/12/23,4:00,1634
2022/12/23,5:00,1653
2022/12/23,6:00,1843
2022/12/23,7:00,2066
2022/12/23,8:00,2313
2022/12/23,9:00,2435
2022/12/23,10:00,2383
2022/12/23,11:00,2332
2022/12/23,12:00,2246
2022/12/23,13:00,2272
2022/12/23,14:00,2271
2022/12/23,15:00,2278
2022/12/23,16:00,2348
2022/12/23,17:00,2384
2022/12/23,18:00,2354
2022/12/23,19:00,2283
2022/12/23,20:00,2217
2022/12/23,21:00,2129
2022/12/23,22:00,2015
2022/12/23,23:00,1920
