DATE,TIME,当日実績(万kW)
2023/6/17,0:00,1253
2023/6/17,1:00,1182
2023/6/17,2:00,1190
2023/6/17,3:00,1237
2023/6/17,4:00,1238
2023/6/17,5:00,1185
2023/6/17,6:00,1169
2023/6/17,7:00,1251
2023/6/17,8:00,1375
2023/6/17,9:00,1499
2023/6/17,10:00,1571
2023/6/17,11:00,1600
2023/6/17,12:00,1591
2023/6/17,13:00,1609
2023/6/17,14:00,1608
2023/6/17,15:00,1607
2023/6/17,16:00,1613
2023/6/17,17:00,1601
2023/6/17,18:00,1577
2023/6/17,19:00,1556
2023/6/17,20:00,1490
2023/6/17,21:00,1407
2023/6/17,22:00,1337
2023/6/17,23:00,1272
