DATE,TIME,当日実績(万kW),
2019/5/10,0:00,277,
2019/5/10,1:00,289,
2019/5/10,2:00,296,
2019/5/10,3:00,301,
2019/5/10,4:00,298,
2019/5/10,5:00,293,
2019/5/10,6:00,291,
2019/5/10,7:00,281,
2019/5/10,8:00,301,
2019/5/10,9:00,325,
2019/5/10,10:00,335,
2019/5/10,11:00,339,
2019/5/10,12:00,316,
2019/5/10,13:00,328,
2019/5/10,14:00,327,
2019/5/10,15:00,328,
2019/5/10,16:00,338,
2019/5/10,17:00,338,
2019/5/10,18:00,342,
2019/5/10,19:00,347,
2019/5/10,20:00,330,
2019/5/10,21:00,311,
2019/5/10,22:00,295,
2019/5/10,23:00,293,
