DATE,TIME,当日実績(万kW)
2020/12/31,0:00,431
2020/12/31,1:00,450
2020/12/31,2:00,465
2020/12/31,3:00,476
2020/12/31,4:00,476
2020/12/31,5:00,467
2020/12/31,6:00,456
2020/12/31,7:00,433
2020/12/31,8:00,438
2020/12/31,9:00,452
2020/12/31,10:00,443
2020/12/31,11:00,420
2020/12/31,12:00,411
2020/12/31,13:00,397
2020/12/31,14:00,400
2020/12/31,15:00,416
2020/12/31,16:00,428
2020/12/31,17:00,439
2020/12/31,18:00,431
2020/12/31,19:00,418
2020/12/31,20:00,417
2020/12/31,21:00,420
2020/12/31,22:00,416
2020/12/31,23:00,446
