DATE,TIME,当日実績(万kW)
2020/11/28,0:00,338
2020/11/28,1:00,348
2020/11/28,2:00,361
2020/11/28,3:00,376
2020/11/28,4:00,384
2020/11/28,5:00,380
2020/11/28,6:00,371
2020/11/28,7:00,366
2020/11/28,8:00,389
2020/11/28,9:00,391
2020/11/28,10:00,403
2020/11/28,11:00,394
2020/11/28,12:00,383
2020/11/28,13:00,392
2020/11/28,14:00,382
2020/11/28,15:00,383
2020/11/28,16:00,401
2020/11/28,17:00,407
2020/11/28,18:00,402
2020/11/28,19:00,389
2020/11/28,20:00,374
2020/11/28,21:00,363
2020/11/28,22:00,344
2020/11/28,23:00,348
